Non-Linear
Intensity #,Name,# Demand Vectors,Modeling Dispersion,SA(T),SA(T1),MAFE
262,Intensity 262,10,0,0.0988186,0.4,0.00189216
263,Intensity 263,10,0,0.0904532,0.4,0.00215337
264,Intensity 264,10,0,0.207273,0.4,0.00060579
265,Intensity 265,10,0,0.129801,0.4,0.00125897
266,Intensity 266,10,0,0.0668489,0.4,0.00331699
267,Intensity 267,10,0,0.0910204,0.4,0.00213387
268,Intensity 268,10,0,0.127798,0.4,0.00128903
269,Intensity 269,10,0,0.0759417,0.4,0.00276967
270,Intensity 270,10,0,0.150423,0.4,0.00100436
271,Intensity 271,10,0,0.143795,0.4,0.00107663
272,Intensity 272,10,0,0.100033,0.4,0.00185846
273,Intensity 273,10,0,0.115036,0.4,0.00151037
274,Intensity 274,10,0,0.042405,0.4,0.00618042
275,Intensity 275,10,0,0.0636852,0.4,0.00354987
276,Intensity 276,10,0,0.097173,0.4,0.00193939
277,Intensity 277,10,0,0.0385648,0.4,0.00700864
278,Intensity 278,10,0,0.0541079,0.4,0.00444697
279,Intensity 279,10,0,0.0607019,0.4,0.00379499
280,Intensity 280,10,0,0.101705,0.4,0.00181363
281,Intensity 281,10,0,0.117019,0.4,0.00147218
282,Intensity 282,10,0,0.0984775,0.4,0.00190179
283,Intensity 283,10,0,0.0404345,0.4,0.00658367
284,Intensity 284,10,0,0.0862985,0.4,0.00230533

Intensity #,Demand Type,Floor,Dir,EQ1,EQ2,EQ3,EQ4,EQ5,EQ6,EQ7,EQ8,EQ9,EQ10
1,Story Drift Ratio,1,1,0.00442002,0.00440711,0.00440643,0.00440461,0.00440816,0.0044066,0.00440847,0.00441419,0.00441158,0.00441016
1,Story Drift Ratio,1,2,0.00448179,0.00448446,0.00448268,0.00447343,0.00448798,0.00448253,0.00449118,0.00448856,0.00448165,0.00448244
1,Story Drift Ratio,2,1,0.00395882,0.00396093,0.00395833,0.00395811,0.00395372,0.00395129,0.00395078,0.0039573,0.00396026,0.00395727
1,Story Drift Ratio,2,2,0.00404448,0.00403359,0.00403651,0.00404347,0.0040372,0.00403847,0.00402806,0.00404306,0.00403047,0.00404039
1,Story Drift Ratio,3,1,0.00387199,0.00387255,0.00387246,0.00387667,0.00386726,0.00387432,0.0038675,0.0038809,0.00387817,0.00387656
1,Story Drift Ratio,3,2,0.00394897,0.00394478,0.00394983,0.00395015,0.00394834,0.00394675,0.00395352,0.00394835,0.0039475,0.00394852
1,Story Drift Ratio,4,1,0.00391413,0.00391617,0.0039142,0.00391604,0.00391706,0.00390809,0.0039145,0.00391191,0.00391751,0.00391588
1,Story Drift Ratio,4,2,0.00398238,0.00398,0.00398477,0.00398342,0.0039817,0.00397501,0.00398517,0.00398627,0.00397965,0.00398844
1,Story Drift Ratio,5,1,0.00364918,0.00364788,0.00364465,0.00364624,0.00364536,0.0036496,0.00365325,0.00364091,0.00365007,0.0036492
1,Story Drift Ratio,5,2,0.00370659,0.00370486,0.00370791,0.00370272,0.00370228,0.00370473,0.00371108,0.00370795,0.00370166,0.00370194
1,Story Drift Ratio,6,1,0.00331746,0.00332044,0.00331632,0.00331172,0.0033105,0.00330434,0.00331314,0.00331296,0.00331083,0.00331231
1,Story Drift Ratio,6,2,0.00336353,0.0033596,0.00335389,0.00336149,0.0033584,0.00335707,0.00336064,0.00335581,0.00334871,0.00335683
1,Story Drift Ratio,7,1,0.00316357,0.00316191,0.00315987,0.00316316,0.00316046,0.00315963,0.00316288,0.00316064,0.00316303,0.00316202
1,Story Drift Ratio,7,2,0.00319916,0.00319187,0.00319851,0.00319727,0.00319615,0.00319934,0.00319944,0.00319367,0.00319739,0.00319285
1,Story Drift Ratio,8,1,0.0029322,0.00293486,0.00293078,0.00292929,0.00292889,0.0029303,0.00293161,0.00293298,0.00292561,0.00293843
1,Story Drift Ratio,8,2,0.00295768,0.0029524,0.002949,0.00296093,0.00295829,0.00295722,0.00295487,0.00295784,0.00295944,0.00295412
1,Story Drift Ratio,9,1,0.00216105,0.00216144,0.00216295,0.00216466,0.00216182,0.00216143,0.00215974,0.00216464,0.00216226,0.00215994
1,Story Drift Ratio,9,2,0.002184,0.00218352,0.00218477,0.00218045,0.00217898,0.00217817,0.00218058,0.0021812,0.00218015,0.00218616
1,Acceleration,1,1,0.136878,0.136732,0.136761,0.136896,0.136723,0.136584,0.136767,0.13651,0.136506,0.136668
1,Acceleration,1,2,0.110236,0.11036,0.110198,0.110032,0.110386,0.110282,0.110273,0.110147,0.110295,0.110532
1,Acceleration,2,1,0.109661,0.109265,0.109663,0.109655,0.109494,0.109508,0.109625,0.109476,0.109556,0.109573
1,Acceleration,2,2,0.129599,0.129483,0.129442,0.129488,0.129567,0.129737,0.129479,0.12956,0.129572,0.129396
1,Acceleration,3,1,0.119112,0.11906,0.118974,0.118772,0.118767,0.119007,0.119025,0.119033,0.118987,0.118946
1,Acceleration,3,2,0.139129,0.138929,0.139008,0.138733,0.138821,0.138623,0.138893,0.138784,0.138792,0.138752
1,Acceleration,4,1,0.127618,0.127572,0.12756,0.127393,0.127634,0.127545,0.127757,0.127687,0.127555,0.127392
1,Acceleration,4,2,0.14627,0.146312,0.146446,0.146349,0.146414,0.146388,0.146182,0.146462,0.146486,0.146303
1,Acceleration,5,1,0.167211,0.166923,0.166964,0.166909,0.166835,0.166876,0.166952,0.166965,0.166775,0.16693
1,Acceleration,5,2,0.181238,0.181056,0.181062,0.18139,0.181077,0.18102,0.18116,0.180952,0.181023,0.181301
1,Acceleration,6,1,0.204811,0.205182,0.205063,0.204963,0.205374,0.205418,0.205601,0.204905,0.205211,0.205165
1,Acceleration,6,2,0.211472,0.21058,0.210868,0.211368,0.211441,0.211151,0.211313,0.210917,0.21137,0.210917
1,Acceleration,7,1,0.24693,0.246944,0.247261,0.246338,0.24699,0.246696,0.246519,0.246681,0.247138,0.24641
1,Acceleration,7,2,0.249959,0.249941,0.250084,0.249841,0.250003,0.250227,0.249744,0.249737,0.250106,0.249808
1,Acceleration,8,1,0.297395,0.296371,0.297377,0.296822,0.296881,0.297207,0.297064,0.297035,0.296825,0.296976
1,Acceleration,8,2,0.302891,0.302512,0.302609,0.302152,0.302492,0.302805,0.303036,0.302655,0.303186,0.302002
1,Acceleration,9,1,0.348883,0.348458,0.34807,0.348142,0.348269,0.348351,0.348643,0.348127,0.348133,0.348309
1,Acceleration,9,2,0.348225,0.348654,0.347769,0.347821,0.348639,0.34863,0.34827,0.348086,0.34807,0.348248
1,Acceleration,10,1,0.473673,0.473514,0.473908,0.474222,0.473746,0.473279,0.474443,0.473139,0.473545,0.473957
1,Acceleration,10,2,0.462488,0.46156,0.46263,0.462008,0.462264,0.462417,0.462839,0.462287,0.462601,0.461867
1,Residual Drift,,,0.000134698,0.000134755,0.000134906,0.000134973,0.000134702,0.000134816,0.000134668,0.000134647,0.000134935,0.000134627
2,Story Drift Ratio,1,1,0.00434635,0.00435891,0.00435563,0.00435479,0.00435485,0.00435553,0.00435531,0.00435899,0.0043571,0.00435574
2,Story Drift Ratio,1,2,0.00555812,0.00555925,0.0055526,0.00555213,0.00555096,0.00555289,0.00555286,0.00555096,0.00556529,0.00556866
2,Story Drift Ratio,2,1,0.00395347,0.00395216,0.00395549,0.00395746,0.00394823,0.00394757,0.003951,0.00395168,0.00394905,0.00394512
2,Story Drift Ratio,2,2,0.0049808,0.00497198,0.00497531,0.00497264,0.00496673,0.00496841,0.00498425,0.00497687,0.004977,0.00497299
2,Story Drift Ratio,3,1,0.00388678,0.00389915,0.00389241,0.00389019,0.00389516,0.00389406,0.00389667,0.00389422,0.00389196,0.00389502
2,Story Drift Ratio,3,2,0.00485465,0.00486515,0.00485665,0.00484929,0.00485081,0.00485883,0.00486425,0.00486008,0.00486452,0.00485403
2,Story Drift Ratio,4,1,0.00397353,0.00397709,0.00397577,0.0039744,0.00397321,0.0039708,0.00397624,0.00397363,0.00397192,0.00398072
2,Story Drift Ratio,4,2,0.00490559,0.00491304,0.00492301,0.00491122,0.00491085,0.00491883,0.00491404,0.00491047,0.00490265,0.00491562
2,Story Drift Ratio,5,1,0.0037435,0.00374872,0.00374739,0.00375258,0.0037489,0.00374794,0.00375115,0.00375012,0.00374909,0.00375306
2,Story Drift Ratio,5,2,0.00458294,0.00458807,0.00458074,0.00458939,0.00457775,0.0045778,0.00457884,0.00458585,0.00458301,0.00458607
2,Story Drift Ratio,6,1,0.00346957,0.0034704,0.00347369,0.00347051,0.00347208,0.00346774,0.00347253,0.00346566,0.00346863,0.00347237
2,Story Drift Ratio,6,2,0.00416438,0.00417286,0.00416729,0.00416028,0.00416541,0.00416686,0.00416753,0.00416716,0.00416764,0.00416484
2,Story Drift Ratio,7,1,0.00337221,0.00337489,0.00337108,0.00337343,0.00336804,0.00337797,0.00337719,0.00337123,0.00337012,0.00337064
2,Story Drift Ratio,7,2,0.00397334,0.00397698,0.00397181,0.0039779,0.00397989,0.0039727,0.00396814,0.00397253,0.00397812,0.0039843
2,Story Drift Ratio,8,1,0.00332861,0.00332555,0.00332631,0.0033274,0.0033243,0.00333037,0.00333068,0.0033272,0.00332595,0.00333294
2,Story Drift Ratio,8,2,0.00386584,0.00386876,0.00386384,0.00386442,0.00386312,0.00386887,0.00386372,0.00386804,0.00386552,0.00387413
2,Story Drift Ratio,9,1,0.0028682,0.00286758,0.00286912,0.00286442,0.00286411,0.00286139,0.0028658,0.0028683,0.00286653,0.00286355
