
 PEER Ground Motion Database, Time Series Search Report -- NGA-West2 -- 2021-03-15


 -- Summary of PEER Ground Motion Database Search Criteria --
Magnitude Min:, -1.0e-06
Magnitude Max:, 99999
Rrup Min (km):, 40.0
Rrup Max (km):, 200.0
Rjb Min (km):, -1.0e-06
Rjb Max (km):, 99999
Vs30 Min (m/sec):, -1.0e-06
Vs30 Max (m/sec):, 99999
D9-95 Min (sec):, -1.0e-06
D9-95 Max (sec):, 99999
Scale Factor Min:, -1.0e-06
Scale Factor Max:, 99999
Period Array:, 
Weight Array:, 
Record Sequence Number:, 
Earthquake Name:, Northridge-01
Station Name:, 
User-Defined Maximum Number of Records:, 
Pulse:, 1
Damping Ratio:, 0.05
Scaling Method:, No Scaling
Suite Average:, Arithmetic
Single-Period-Scaling Period (sec):, 
Component:, SRSS
Fault Type:, All Types


 -- Summary of Metadata of Selected Records --
Result ID, Spectral Ordinate, Record Sequence Number, Mean Squared Error, Scale Factor, Tp-Pulse Period (sec), 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Earthquake Name, Year, Station Name, Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor, Horizontal-1 Acc. Filename, Horizontal-2 Acc. Filename, Vertical Acc. Filename
4.0,0.00148351,0.00150718,0.0019,0.00553093,0.0048802,0.000346,0.0062833,0.00655296,0.00906,0.0095618,0.01244551,0.00948,0.01159324,0.00476445,0.00285,0.00606978,0.01304553,0.00185,0.00297277,0.00632888,0.0013,0.00932438,0.01640473,0.0056,0.02294005,0.02921665,0.00898,0.01765807,0.00490835,0.00425,0.00828474,0.01873424,0.000488,0.020504,0.0124524,0.0022,0.00946169,0.00706826,0.00368,0.01082665,0.00881969,0.00586,0.00645727,0.00837436,0.00489,0.00946374,0.01434598,0.00346,0.00380656,0.00103682,0.00295,0.04214266,0.01086008,0.00377,0.00299723,0.00228506,0.000823,0.01160041,0.00975989,,0.00254869,0.01001926,0.00144,0.00275293,0.00284466,0.00145,0.00170525,0.00150288,0.000681,0.01429646,0.01174115,0.00122,0.00769181,0.01114173,0.0045,0.01487358,0.01363013,0.00888,0.01291105,0.01076696,0.0125,0.01035239,0.00943446,0.000292,0.01164906,0.01578553,0.00707,0.00702034,0.00613617,0.00228,0.00231792,0.00250536,0.00574,0.01620649,0.01677025,0.00235,0.00526986,0.00534426,0.00288,0.00708873,0.01056845,0.00271,0.00257441,0.00235663,0.00202,0.00301287,0.00249196,0.00225,0.00966643,0.0136981,0.00244,0.00238546,0.00155939,0.000521,0.03445957,0.03056531,0.0103,0.01081256,0.01036376,0.00349,0.00789781,0.01051591,0.0031,0.00866441,0.01297545,0.00463,0.00804778,0.00743299,0.00282,0.00330472,0.00517346,0.00205,0.00930766,0.01963223,0.00379,0.00270892,0.00272565,0.000526,0.00260089,0.00572564,0.00285,0.00329931,0.00795965,0.00458,0.00100268,0.00197238,0.00168,0.00760895,0.00780105,0.00391,0.00477835,0.00420316,0.00158,0.00165563,0.00189427,0.000382,0.0051831,0.00888929,0.00288,0.00764818,0.00790144,0.00107,0.00233156,0.00486262,0.00113,0.01705607,0.02058922,0.00408,0.01144229,0.00970497,0.00354,0.01619848,0.01806533,0.000998,0.01122609,0.01065515,0.00168,0.01786806,0.01531656,0.0107,0.00319299,0.002275,0.00187,0.02028044,0.03248517,0.0154,0.00895784,0.01037892,0.00212,0.00779685,0.01956169,0.0044,0.00291995,0.00176493,0.00586,0.00568113,0.00405895,0.00198,0.00404934,0.00406743,0.00186,0.00268315,0.00333697,0.000983
4.2,0.00112129,0.0012606,0.00148,0.00464286,0.00456747,0.000312,0.00650084,0.00644302,0.00857,0.00839251,0.01172682,0.0085,0.01089932,0.00420766,0.00269,0.00560654,0.01196826,0.00166,0.00268147,0.0059578,0.00106,0.00965211,0.01396342,0.00498,0.02212256,0.02276282,0.00813,0.01662495,0.00462839,0.00322,0.0078943,0.01767361,0.000444,0.01732568,0.01226905,0.00177,0.01052982,0.00538767,0.0031,0.00794956,0.0065965,0.00435,0.00565912,0.00732438,0.00379,0.00969518,0.01487028,0.00272,0.00317838,0.00087797,0.00265,0.03873108,0.01036862,0.00362,0.00274877,0.00191311,0.000803,0.00890127,0.00811979,,0.00239501,0.00781443,0.00123,0.00227169,0.00253928,0.00139,0.00156589,0.00144183,0.00058,0.01177901,0.01007943,0.00105,0.00696474,0.01142728,0.00451,0.0137022,0.013472,0.00832,0.01200591,0.00906025,0.012,0.00799763,0.00868602,0.00026,0.01052199,0.01547791,0.00526,0.00500053,0.00456528,0.00171,0.00201122,0.00224101,0.00492,0.01518391,0.01569641,0.00184,0.00468681,0.00483702,0.00271,0.00663738,0.00926008,0.00233,0.00237639,0.00204673,0.00188,0.00277022,0.00260115,0.002,0.00807678,0.01257202,0.00208,0.00204893,0.00138074,0.000456,0.0258757,0.03169806,0.0111,0.00775716,0.00834621,0.00345,0.00848222,0.00808541,0.00313,0.00752268,0.01045778,0.00497,0.00779177,0.00677937,0.00304,0.00293646,0.00480036,0.0017,0.00758025,0.01932925,0.00387,0.00217564,0.00213761,0.000445,0.00244034,0.00490556,0.00213,0.00293733,0.00709199,0.00377,0.0009325,0.00174317,0.00152,0.00672809,0.00674665,0.00303,0.00376737,0.00312812,0.00148,0.00158895,0.00170285,0.000329,0.00415243,0.00727906,0.00261,0.00689836,0.0067533,0.000988,0.00199244,0.0044801,0.00102,0.01951651,0.01882361,0.0037,0.01013797,0.01001741,0.00342,0.0148922,0.01792675,0.000879,0.00891041,0.00942033,0.00164,0.0164074,0.01333669,0.01,0.00304855,0.0020668,0.0015,0.01772468,0.02927853,0.0149,0.00744883,0.00794638,0.00175,0.0071133,0.01891127,0.00398,0.00281276,0.00154038,0.00463,0.0042985,0.00414537,0.0017,0.00332642,0.00359586,0.00146,0.00249933,0.00321874,0.000756
4.4,0.00099249,0.00143553,0.00104,0.00365608,0.00462563,0.000286,0.0062992,0.00604216,0.00794,0.00716825,0.01125026,0.00776,0.01036528,0.00394959,0.00249,0.00449191,0.01052071,0.0016,0.0020817,0.00523035,0.000901,0.00840991,0.01280575,0.00468,0.01608737,0.01896138,0.00658,0.01391281,0.00424408,0.00242,0.00794484,0.01498622,0.000408,0.01674292,0.01183924,0.00183,0.00942821,0.00441251,0.00284,0.00635638,0.00593675,0.00331,0.00492728,0.00665621,0.00271,0.00973532,0.01288633,0.00278,0.0030778,0.00075366,0.00237,0.03242287,0.00934002,0.00315,0.00241724,0.00168376,0.000931,0.00600033,0.00666191,,0.00236519,0.00627012,0.00107,0.00192685,0.00213035,0.00111,0.00140841,0.00134808,0.000479,0.00935991,0.00879435,0.000973,0.00633576,0.0107402,0.0038,0.01125682,0.01281313,0.00673,0.01075677,0.00758196,0.0102,0.00629673,0.00701709,0.000237,0.00917062,0.01389029,0.0044,0.00447322,0.00381985,0.00125,0.00173891,0.00210585,0.00492,0.01365086,0.01355264,0.00154,0.00443565,0.00444146,0.00242,0.00616391,0.00827307,0.00195,0.00223982,0.00198918,0.00143,0.00242042,0.00217562,0.00205,0.0076266,0.01141489,0.00217,0.00178456,0.0012404,0.000425,0.02727969,0.03202073,0.0117,0.00628679,0.00736575,0.00338,0.00704451,0.00640026,0.00298,0.00798448,0.00766599,0.00506,0.00753314,0.00651083,0.00322,0.00266133,0.00439836,0.00147,0.00818672,0.01803513,0.00345,0.00168901,0.00182341,0.000414,0.002237,0.00432151,0.0019,0.00246122,0.00630001,0.00319,0.00084831,0.00161994,0.00149,0.00538792,0.00493675,0.00225,0.00297228,0.0025565,0.00175,0.00144473,0.00163097,0.000305,0.00340546,0.0062184,0.00227,0.00734799,0.00625784,0.00084,0.00163262,0.00407971,0.000803,0.02047563,0.01653846,0.00346,0.00978315,0.01097999,0.00346,0.01379558,0.01661847,0.000759,0.00729519,0.00864884,0.00149,0.01405437,0.01205431,0.0085,0.00254919,0.00195215,0.00144,0.01828946,0.03109392,0.017,0.00647986,0.00633159,0.00144,0.00675432,0.01741677,0.00371,0.00264009,0.00134311,0.00367,0.00325188,0.00450398,0.00151,0.00278931,0.00333458,0.00101,0.00177988,0.00289278,0.000622
4.6,0.00094604,0.00144215,0.000881,0.00303253,0.00448836,0.000264,0.00619165,0.00548153,0.00732,0.00640401,0.01027423,0.00678,0.01000768,0.00364977,0.00211,0.00345295,0.00974632,0.00139,0.00225829,0.00423509,0.000794,0.00663508,0.01174968,0.00445,0.01352295,0.0180545,0.00536,0.011372,0.00387744,0.00178,0.00788433,0.01215401,0.000373,0.01592554,0.01005664,0.00185,0.00897255,0.0039863,0.00264,0.00540073,0.0050908,0.00245,0.00416641,0.00566478,0.00227,0.0085479,0.01034043,0.00315,0.00276396,0.00067932,0.00214,0.02903371,0.00997143,0.00265,0.00203668,0.00144159,0.00104,0.00546626,0.00578927,,0.00225235,0.00641425,0.000959,0.00172355,0.00182552,0.000939,0.00127938,0.00121694,0.0004,0.00706946,0.00864627,0.000793,0.00480593,0.00917956,0.00388,0.01083221,0.01067169,0.00588,0.00938731,0.00678653,0.00737,0.00551067,0.00528749,0.00022,0.00734152,0.01283605,0.00396,0.00378188,0.00332676,0.00092,0.00150975,0.00201026,0.00527,0.01304189,0.0122304,0.00124,0.00382277,0.00375513,0.00209,0.00553051,0.00733138,0.00161,0.00221334,0.0016742,0.00116,0.0020179,0.00178595,0.00188,0.00711986,0.01078328,0.00241,0.00155686,0.00112959,0.000404,0.0277089,0.03265473,0.0119,0.00534502,0.00659136,0.00354,0.00547846,0.00506145,0.00274,0.00786765,0.0060167,0.00481,0.00596517,0.00624802,0.00283,0.00245535,0.00400028,0.00133,0.0097002,0.01610433,0.00312,0.00132581,0.00168801,0.00036,0.00205126,0.00374907,0.00167,0.00224217,0.00578526,0.00275,0.00075899,0.00149776,0.00141,0.00491578,0.00349856,0.00165,0.00251369,0.0023558,0.00175,0.00117789,0.00160014,0.000278,0.00294188,0.0056427,0.00193,0.00717342,0.00621331,0.000652,0.00138325,0.00372436,0.000608,0.02146715,0.01432946,0.00325,0.00833952,0.01056928,0.00299,0.01375373,0.01473371,0.000659,0.00620542,0.00818024,0.0015,0.01249355,0.01079531,0.00766,0.00239278,0.00167853,0.00144,0.01782228,0.02639901,0.0201,0.00555603,0.00535467,0.00115,0.00664995,0.01634241,0.00405,0.00242441,0.00117405,0.00314,0.00281925,0.00462479,0.00134,0.00224968,0.00320352,0.000867,0.00147228,0.00246067,0.000535
4.8,0.00093042,0.00125512,0.000786,0.00378162,0.00406949,0.000242,0.00643487,0.00591092,0.00663,0.00612054,0.00873174,0.00574,0.00902646,0.00328193,0.0018,0.00308442,0.01032459,0.00125,0.00225127,0.00322377,0.00072,0.00575074,0.00952424,0.00533,0.01203767,0.01622311,0.0051,0.00956538,0.00379727,0.00139,0.00761077,0.01134678,0.00034,0.01490123,0.00780997,0.00177,0.0086235,0.00354511,0.00241,0.00436315,0.00428841,0.00223,0.00356802,0.0057894,0.00184,0.00701903,0.00803134,0.00281,0.00249223,0.00062635,0.00207,0.02568479,0.00972178,0.00223,0.00178945,0.00124248,0.000988,0.0055004,0.00522946,,0.00203963,0.00698277,0.000873,0.00155072,0.00162262,0.000849,0.00118624,0.00106645,0.000352,0.00488192,0.00889877,0.000727,0.00408155,0.00731307,0.0036,0.01061297,0.00904398,0.00581,0.00809642,0.00608097,0.00654,0.0051887,0.0040097,0.000204,0.00689131,0.01088951,0.00352,0.00322098,0.00301519,0.00086,0.00141322,0.00189578,0.00491,0.012016,0.01249845,0.00116,0.00383375,0.00368373,0.00198,0.00485125,0.00636927,0.00134,0.00216596,0.00125498,0.000989,0.00179647,0.00137987,0.00183,0.00630133,0.01001348,0.00251,0.00134948,0.00101911,0.000376,0.02796387,0.03379251,0.0117,0.00503702,0.0060017,0.00352,0.00447831,0.00421773,0.00245,0.00781087,0.0056339,0.00427,0.00481664,0.00618386,0.00218,0.00229694,0.00362762,0.00124,0.01022233,0.01377402,0.00302,0.00118925,0.00157139,0.000304,0.00187599,0.00329534,0.00145,0.00210764,0.0051657,0.00236,0.00067219,0.00136031,0.0013,0.00430392,0.00275396,0.00139,0.00221323,0.00214644,0.00149,0.00102764,0.00153263,0.00025,0.0029091,0.00496823,0.00159,0.00578864,0.00667928,0.000495,0.00118633,0.003404,0.000561,0.02143635,0.01297604,0.00306,0.00711323,0.00908084,0.00269,0.01441023,0.01381229,0.000637,0.00549839,0.00792959,0.00137,0.01138268,0.00943331,0.00692,0.00216356,0.00132422,0.00129,0.01499619,0.02083864,0.0209,0.00505767,0.00453615,0.000925,0.00670901,0.01638321,0.00428,0.00219458,0.00104345,0.00263,0.00239062,0.00401916,0.00117,0.0020015,0.00281568,0.000803,0.00122003,0.00207936,0.000464
5.0,0.0008578,0.00107032,0.000689,0.00398617,0.00352308,0.000218,0.00677175,0.00643232,0.006,0.00587179,0.00722355,0.00477,0.00741793,0.00290952,0.0016,0.00275045,0.01018143,0.00109,0.00202268,0.00247908,0.000689,0.00453851,0.00814094,0.00538,0.0098269,0.01681004,0.00453,0.00808691,0.00371194,0.00114,0.00757232,0.01015714,0.000309,0.01487411,0.00744351,0.00164,0.0080298,0.00291599,0.00223,0.00417564,0.0037315,0.00221,0.00346176,0.00517744,0.00174,0.00568064,0.00668196,0.00218,0.00223113,0.00057571,0.00184,0.0219182,0.0084977,0.00186,0.00158314,0.00109489,0.000829,0.00533698,0.00467311,,0.00179142,0.00696319,0.000801,0.00138974,0.00145178,0.000764,0.00110757,0.00093634,0.000324,0.00447958,0.00935281,0.00065,0.00380057,0.0062669,0.00322,0.01104898,0.00878137,0.00548,0.00698106,0.00652617,0.00625,0.00429082,0.00350605,0.000187,0.0070652,0.00996432,0.00368,0.00293629,0.00286108,0.000777,0.00130944,0.00175223,0.00401,0.011026,0.011541,0.00107,0.00363574,0.00346679,0.00189,0.00417257,0.00550978,0.00113,0.00191326,0.00105657,0.000817,0.00173772,0.00102904,0.00168,0.00582006,0.00923041,0.00234,0.00117281,0.00089574,0.000341,0.02826159,0.03524887,0.0113,0.00518284,0.00587755,0.00316,0.00400609,0.00380056,0.00218,0.00726161,0.00501579,0.00376,0.00367742,0.0056284,0.00178,0.00216926,0.00329117,0.00117,0.00952152,0.01203009,0.00321,0.00104753,0.00147116,0.000256,0.00174654,0.00291792,0.00125,0.00195119,0.00452878,0.00202,0.00059291,0.00122298,0.00117,0.00365318,0.00221645,0.00124,0.00182584,0.00194691,0.00121,0.00088526,0.00142748,0.000223,0.00262768,0.00424516,0.00139,0.00491635,0.00699645,0.000448,0.00114902,0.00308314,0.000513,0.02021018,0.01172388,0.00286,0.0060612,0.00771316,0.00259,0.01529752,0.01423476,0.000592,0.00502368,0.00699954,0.00117,0.01047189,0.00875483,0.00615,0.00193416,0.00110121,0.00115,0.01261657,0.0184143,0.0187,0.00473482,0.00385243,0.000796,0.00652026,0.01561678,0.00409,0.00197291,0.00095264,0.00217,0.0019262,0.00387482,0.00101,0.0018626,0.00250525,0.000689,0.00100984,0.00177291,0.000403
5.5,0.00063061,0.00081191,0.000592,0.00313325,0.00250379,0.000171,0.0065677,0.00664681,0.00673,0.00444486,0.0047708,0.00334,0.00453443,0.00252603,0.00116,0.00210452,0.0097008,0.000755,0.00140811,0.00165444,0.000606,0.00284656,0.00635137,0.00402,0.00669192,0.01190089,0.00307,0.00510618,0.00238139,0.000789,0.00727746,0.00638999,0.000253,0.01354205,0.00638598,0.0019,0.0080521,0.0021348,0.00198,0.00334139,0.00294616,0.00192,0.00265479,0.00336125,0.00146,0.00366703,0.00595666,0.00146,0.00158919,0.0004703,0.00138,0.01421051,0.00791332,0.0011,0.00128045,0.00081314,0.000575,0.00455069,0.0037682,,0.00132163,0.00617765,0.000651,0.00105874,0.00115604,0.00058,0.00091888,0.00072449,0.000267,0.00564743,0.00809736,0.000534,0.0036112,0.00493596,0.00225,0.00690373,0.00759328,0.00558,0.00506136,0.00616028,0.00708,0.00282329,0.00230175,0.000148,0.00743539,0.00648952,0.00374,0.00309499,0.00275758,0.000667,0.0010456,0.00138183,0.00287,0.00694203,0.00810867,0.000834,0.00276797,0.00267877,0.00159,0.00296206,0.00367258,0.000804,0.00140574,0.0008856,0.000588,0.00122873,0.00061284,0.00118,0.00390162,0.00764781,0.00171,0.00089311,0.00060699,0.000253,0.02841507,0.02895735,0.00985,0.00460455,0.00438496,0.00346,0.00414848,0.003778,0.00151,0.00511212,0.00358837,0.00343,0.00262837,0.00428459,0.00121,0.00191599,0.00261862,0.001,0.01030449,0.01128427,0.00431,0.00091885,0.00124001,0.000191,0.00142073,0.00219736,0.000915,0.00158314,0.00311942,0.00143,0.00043899,0.00091571,0.000852,0.00286058,0.00179204,0.000924,0.00116578,0.00150484,0.00077,0.00064309,0.00115715,0.000166,0.00179107,0.00251536,0.00108,0.00434557,0.00619935,0.000312,0.00101432,0.00224295,0.000387,0.01414717,0.00988035,0.00231,0.00355266,0.00599858,0.00174,0.01450569,0.01503601,0.00045,0.00446272,0.00523263,0.000874,0.00718675,0.00822037,0.00485,0.00134189,0.00084928,0.00128,0.0106425,0.01096429,0.0118,0.00362731,0.00319774,0.000703,0.00563315,0.01179363,0.00372,0.00152162,0.00078561,0.00158,0.00148867,0.00233281,0.000744,0.00150297,0.00181768,0.00061,0.00081661,0.00137848,0.000333
6.0,0.00049941,0.00055094,0.000445,0.00227753,0.00200075,0.000149,0.00544301,0.00620924,0.00747,0.00285699,0.00427552,0.00221,0.00285695,0.00220138,0.000998,0.00170319,0.01073627,0.000547,0.00101165,0.00177859,0.000537,0.00241296,0.00634217,0.00449,0.00687474,0.00782034,0.00269,0.00382384,0.00185346,0.000609,0.00642684,0.00420083,0.000214,0.00866571,0.00543573,0.00255,0.00541195,0.00208978,0.00158,0.00246394,0.00264912,0.00158,0.0019796,0.00242412,0.0012,0.00298456,0.00417841,0.001,0.00112816,0.00039294,0.0011,0.01102963,0.0063636,0.000818,0.00118502,0.00059137,0.000453,0.0033187,0.00303882,,0.00107465,0.00578865,0.000537,0.00088709,0.00094745,0.000467,0.00077499,0.00058594,0.000205,0.00467864,0.00585703,0.000379,0.00287891,0.00349841,0.00193,0.00473557,0.00534104,0.00538,0.00399361,0.00550572,0.00702,0.00200692,0.00167637,0.000125,0.00606745,0.00465197,0.00285,0.0032197,0.00238944,0.000639,0.00086821,0.00113882,0.00274,0.00585459,0.00615644,0.000652,0.00202775,0.00205634,0.00127,0.00243677,0.0028087,0.000623,0.00104611,0.00064354,0.000543,0.00098821,0.00058491,0.00101,0.00312933,0.00666888,0.00149,0.00072696,0.00048823,0.000205,0.02477702,0.02529438,0.00813,0.00487798,0.00369944,0.00264,0.00345223,0.00349836,0.00112,0.00346447,0.00272177,0.00284,0.00213116,0.00274382,0.000762,0.00169714,0.00214541,0.000811,0.00819473,0.00862942,0.00504,0.00077576,0.00103169,0.000165,0.00113986,0.00176353,0.00063,0.00132275,0.0022915,0.00124,0.00034194,0.00069162,0.000616,0.0021442,0.00127483,0.00069,0.00085855,0.00115409,0.00071,0.00043307,0.00097867,0.000127,0.00180054,0.00177279,0.000794,0.00441827,0.00497569,0.000228,0.00070649,0.00165182,0.00029,0.01088542,0.00987306,0.00184,0.00244352,0.00385706,0.00127,0.01152708,0.01463567,0.000341,0.00400035,0.00391605,0.000871,0.00542175,0.00731593,0.00465,0.00091747,0.00075484,0.0011,0.00603874,0.00866915,0.0071,0.00283094,0.00292761,0.000593,0.00522372,0.01021188,0.00313,0.0012256,0.0006553,0.00124,0.00120649,0.00154689,0.000557,0.00120357,0.00117579,0.000614,0.00060978,0.00100237,0.000274
6.5,0.0003849,0.00046538,0.000292,0.00209599,0.00164106,0.000129,0.00490443,0.00564933,0.00762,0.00193398,0.00317534,0.00199,0.00229144,0.00173845,0.000751,0.00143981,0.01036388,0.000434,0.00079117,0.00186426,0.000396,0.00198438,0.00674649,0.0052,0.00628095,0.00519822,0.00242,0.00325744,0.00168943,0.000477,0.00457598,0.00335468,0.000178,0.00700211,0.00442717,0.00308,0.00368554,0.00159364,0.00119,0.00234179,0.00221945,0.00133,0.00190869,0.00198984,0.000973,0.00251339,0.00300103,0.000699,0.00077516,0.00033371,0.000851,0.00818505,0.00628584,0.000639,0.00103654,0.00052365,0.000405,0.00270321,0.00246568,,0.0008847,0.00469088,0.000455,0.00076631,0.00077275,0.000381,0.00066209,0.00051149,0.00017,0.0028423,0.00385018,0.000285,0.00186141,0.00250967,0.0016,0.00339114,0.00422151,0.00297,0.00331117,0.00452591,0.00537,0.00175682,0.0013624,0.000111,0.00418421,0.00366539,0.00306,0.00273768,0.00198478,0.00052,0.00074694,0.00099355,0.00179,0.00394124,0.00458708,0.000526,0.00158352,0.00164274,0.00101,0.00196817,0.00202311,0.000504,0.00085915,0.0005487,0.000425,0.00077291,0.00053198,0.000738,0.0035054,0.00604363,0.00111,0.00058988,0.00039905,0.000181,0.01965556,0.02164077,0.00732,0.00329513,0.00265541,0.00149,0.00260615,0.00275709,0.000832,0.00264149,0.00219842,0.00247,0.00156295,0.0019743,0.000599,0.00149264,0.00180578,0.00064,0.00454033,0.00760816,0.00501,0.00064354,0.0008683,0.000139,0.00091997,0.00148573,0.000516,0.0011432,0.00186564,0.00108,0.00028175,0.00054118,0.000464,0.00161155,0.00097412,0.00053,0.00064749,0.00088945,0.000605,0.00031393,0.00083688,0.00011,0.001578,0.00145376,0.000591,0.0035627,0.00348612,0.000226,0.00051478,0.00126601,0.000232,0.00761992,0.0101452,0.00162,0.00181237,0.00327212,0.00101,0.00984181,0.01320773,0.000288,0.00296551,0.00298223,0.000781,0.00457742,0.00653373,0.00393,0.00078969,0.00055476,0.000661,0.00497558,0.00680713,0.00537,0.00199733,0.00247712,0.000429,0.00729353,0.00887323,0.00294,0.00103434,0.0005446,0.000967,0.00099002,0.00108262,0.000425,0.00088364,0.00088151,0.000506,0.00049475,0.00072385,0.000232
7.0,0.00033005,0.00036785,0.000237,0.00185243,0.00138573,0.000105,0.0045273,0.00508184,0.00731,0.0012559,0.00233868,0.00172,0.00180769,0.00135229,0.000545,0.00123786,0.00933517,0.000372,0.00067304,0.00165543,0.000354,0.00161529,0.00797737,0.00554,0.0043222,0.00373774,0.00166,0.00296618,0.00142544,0.000376,0.00354999,0.00261958,0.00015,0.00563478,0.00345931,0.00315,0.00307336,0.00143615,0.00103,0.00204531,0.0017614,0.0011,0.00166506,0.00182326,0.000795,0.00214134,0.00230823,0.00058,0.00065299,0.00028608,0.000667,0.00602105,0.00617847,0.000511,0.00082592,0.0004249,0.000285,0.00231594,0.00197438,,0.0007155,0.00341057,0.000392,0.00067028,0.00065341,0.000331,0.00056577,0.0004405,0.000148,0.00261143,0.00295773,0.000248,0.001346,0.00198258,0.00117,0.00277926,0.00338997,0.00229,0.0027978,0.00332974,0.0042,0.00149884,0.00114239,9.56e-05,0.00321379,0.00282841,0.00267,0.00172044,0.00181328,0.000398,0.00063829,0.00087248,0.00164,0.00268289,0.0036776,0.000435,0.0013129,0.00134737,0.000815,0.00159907,0.00159602,0.000416,0.00063257,0.00050095,0.000326,0.00061783,0.00045655,0.000587,0.00371644,0.00560217,0.000998,0.00049155,0.00034534,0.00016,0.013806,0.01783517,0.00694,0.00234687,0.00187334,0.00117,0.00228209,0.0021307,0.000622,0.00221986,0.00186482,0.00201,0.00110738,0.00164119,0.000504,0.00130436,0.0015511,0.000508,0.00355776,0.00785634,0.00484,0.00053421,0.00073841,0.00011,0.00075368,0.00123034,0.000391,0.00100002,0.00150626,0.000978,0.00024187,0.00044076,0.00037,0.00127294,0.0007986,0.000422,0.00050705,0.00069961,0.000423,0.00028935,0.0007119,7.88e-05,0.00125431,0.00132905,0.00051,0.00232009,0.0025145,0.000256,0.00047999,0.00094876,0.000199,0.00622787,0.00979577,0.00163,0.0017633,0.00291633,0.000778,0.00949685,0.01088959,0.00025,0.00214929,0.00261535,0.000584,0.00443263,0.00530353,0.00282,0.00065187,0.000445,0.000559,0.00383258,0.00602508,0.0046,0.00190823,0.00232751,0.000355,0.00778808,0.00681248,0.00226,0.00090025,0.00045278,0.000748,0.00081732,0.00084133,0.000346,0.00065327,0.00070146,0.000376,0.0004313,0.00055654,0.000199
7.5,0.00030948,0.00029057,0.000221,0.00171082,0.00118453,8.65e-05,0.00443443,0.00465112,0.00626,0.00112973,0.00200978,0.00158,0.00156427,0.00111941,0.000501,0.00106907,0.00601298,0.000331,0.00059038,0.00130442,0.000266,0.00132234,0.00763513,0.0055,0.00380384,0.00297818,0.00137,0.00258021,0.00111226,0.000314,0.00322099,0.00204349,0.000131,0.00557219,0.00267742,0.00295,0.00254471,0.00118189,0.000817,0.00168268,0.00160124,0.000869,0.00132456,0.00167891,0.000657,0.00183658,0.00178307,0.000481,0.00059441,0.00024702,0.000547,0.00436349,0.0057827,0.000407,0.00068926,0.00034568,0.000213,0.00212211,0.00154501,,0.00058386,0.00259725,0.000341,0.00059524,0.00057442,0.000279,0.00048874,0.00037641,0.000129,0.0022655,0.00231649,0.000223,0.00100731,0.0016964,0.000946,0.00223757,0.00278698,0.00196,0.00238144,0.00259489,0.00299,0.00129634,0.00094822,8.02e-05,0.00275065,0.00249622,0.00205,0.00114756,0.00157972,0.000319,0.00054374,0.00075324,0.00127,0.00243719,0.0028435,0.000365,0.00111433,0.00112333,0.000673,0.00131799,0.00133722,0.000349,0.00050218,0.00041564,0.000277,0.00049781,0.00037673,0.000451,0.00370788,0.00545623,0.000862,0.00042855,0.00030764,0.00014,0.01030031,0.01397471,0.00641,0.00204758,0.00150852,0.000933,0.00200126,0.00168359,0.0005,0.00189966,0.00164972,0.00161,0.00090182,0.00142871,0.000432,0.00113641,0.00135174,0.000413,0.00291521,0.00637726,0.00382,0.00044784,0.00063133,8.61e-05,0.00062845,0.00100533,0.000317,0.00087267,0.00122097,0.000889,0.00021269,0.0003712,0.00031,0.00106879,0.00068409,0.000349,0.00041197,0.00056825,0.000315,0.00024228,0.00060732,7.48e-05,0.00104143,0.00118211,0.000458,0.00148821,0.00173046,0.000261,0.00044508,0.00078648,0.000176,0.00486733,0.00817055,0.00173,0.00168209,0.00214192,0.000599,0.00799656,0.00890478,0.000217,0.00187037,0.00228169,0.000612,0.00365242,0.00397608,0.0024,0.00053499,0.00039696,0.000611,0.00308918,0.00457935,0.00311,0.00198188,0.00260019,0.000307,0.00664162,0.00528392,0.00156,0.00079609,0.00037952,0.000608,0.00068021,0.00068148,0.000285,0.00050621,0.00059044,0.000266,0.0003751,0.00045487,0.000172
