
 PEER Ground Motion Database, Time Series Search Report -- NGA-West2 -- 2021-03-15


 -- Summary of PEER Ground Motion Database Search Criteria --
Magnitude Min:, -1.0e-06
Magnitude Max:, 99999
Rrup Min (km):, 40.0
Rrup Max (km):, 200.0
Rjb Min (km):, -1.0e-06
Rjb Max (km):, 99999
Vs30 Min (m/sec):, -1.0e-06
Vs30 Max (m/sec):, 99999
D9-95 Min (sec):, -1.0e-06
D9-95 Max (sec):, 99999
Scale Factor Min:, -1.0e-06
Scale Factor Max:, 99999
Period Array:, 
Weight Array:, 
Record Sequence Number:, 
Earthquake Name:, Northridge-01
Station Name:, 
User-Defined Maximum Number of Records:, 
Pulse:, 1
Damping Ratio:, 0.05
Scaling Method:, No Scaling
Suite Average:, Arithmetic
Single-Period-Scaling Period (sec):, 
Component:, SRSS
Fault Type:, All Types


 -- Summary of Metadata of Selected Records --
Result ID, Spectral Ordinate, Record Sequence Number, Mean Squared Error, Scale Factor, Tp-Pulse Period (sec), 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Earthquake Name, Year, Station Name, Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor, Horizontal-1 Acc. Filename, Horizontal-2 Acc. Filename, Vertical Acc. Filename
2.2,0.00470091,0.0058709,0.00229,0.02758014,0.04285055,0.00149,0.01374352,0.01000371,0.0121,0.03032246,0.04966352,0.0148,0.01549335,0.03578134,0.0134,0.02963635,0.03176858,0.00882,0.01380413,0.01950209,0.00959,0.05290615,0.03695954,0.0126,0.08300374,0.06772787,0.027,0.0312313,0.02817703,0.0132,0.03409504,0.05263947,0.00259,0.0482276,0.04242907,0.009,0.02955668,0.02357808,0.0224,0.02182302,0.04077467,0.0202,0.0565704,0.03898559,0.0178,0.04349875,0.04928868,0.0162,0.01580002,0.00826716,0.0179,0.04870268,0.03724055,0.0102,0.00958916,0.00636414,0.00467,0.03951565,0.07204377,,0.0111991,0.02169568,0.00748,0.0182264,0.02677685,0.00983,0.01052784,0.00828786,0.0029,0.02541219,0.03931208,0.01,0.02745461,0.02759953,0.0152,0.04824248,0.05078974,0.0143,0.06150238,0.03491167,0.0185,0.0407602,0.02256093,0.00104,0.04010147,0.04065583,0.0104,0.01992113,0.02615062,0.0115,0.01103604,0.01708392,0.0136,0.04301526,0.06892288,0.00906,0.03352286,0.04035101,0.0219,0.01253094,0.0300012,0.0059,0.01337749,0.00649715,0.00655,0.0084989,0.00690811,0.0146,0.04556122,0.03537964,0.00936,0.00662981,0.0043149,0.00264,0.06220115,0.09804505,0.0177,0.0313636,0.03213526,0.0187,0.04006679,0.02435893,0.016,0.03829565,0.02708917,0.0212,0.03481635,0.02326436,0.0102,0.01173926,0.0266545,0.00845,0.03833307,0.04763727,0.007,0.012353,0.00791371,0.00137,0.01105352,0.00977363,0.0062,0.01396221,0.01369047,0.00785,0.00486069,0.00888572,0.00728,0.0160041,0.01357078,0.00693,0.00492939,0.0140552,0.00594,0.00470569,0.00980935,0.00194,0.01923463,0.01794577,0.0061,0.03899026,0.05427073,0.00286,0.00739103,0.01432118,0.00563,0.03801741,0.03090149,0.00947,0.01769034,0.02558618,0.00726,0.02966343,0.02726761,0.0063,0.03227545,0.02503375,0.00673,0.02241107,0.02697096,0.00922,0.02981977,0.01105057,0.00615,0.06141051,0.07114945,0.029,0.01192369,0.02510877,0.0104,0.03242344,0.02811486,0.0135,0.01583772,0.01214106,0.0086,0.00947871,0.01297333,0.00532,0.00485317,0.00684712,0.00288,0.00754926,0.0073411,0.0033
2.4,0.00390738,0.00507398,0.00231,0.02776487,0.03689053,0.00115,0.01306868,0.0088084,0.0172,0.03112667,0.04548613,0.0153,0.01230799,0.033004,0.0122,0.02347071,0.03114623,0.00679,0.01707811,0.0179175,0.0068,0.03473173,0.03140235,0.0133,0.07488217,0.05374609,0.0198,0.02981871,0.02303346,0.011,0.02584864,0.06249905,0.00186,0.03208676,0.0436689,0.00735,0.0182071,0.02199534,0.0221,0.01647887,0.03971066,0.0179,0.03800251,0.03755231,0.0132,0.04847588,0.04001345,0.0137,0.01679004,0.0061646,0.0138,0.05074328,0.02507551,0.00942,0.0088058,0.00554156,0.00355,0.05186404,0.05790438,,0.00934195,0.0222289,0.00529,0.00930978,0.01673252,0.00598,0.00843114,0.00723956,0.00265,0.02688013,0.04343415,0.005,0.01750944,0.03555491,0.0127,0.03583317,0.05355351,0.0135,0.06610398,0.03238379,0.0127,0.03882374,0.0270531,0.000899,0.02592097,0.04226482,0.0107,0.01593936,0.02102626,0.00779,0.00920152,0.0121892,0.0149,0.03979463,0.081536,0.00897,0.02925137,0.02816871,0.0201,0.00966894,0.03781073,0.00619,0.00961565,0.00680255,0.00621,0.00685421,0.00586542,0.00923,0.03460514,0.03011254,0.00914,0.00502942,0.00382813,0.00166,0.05263598,0.06622771,0.0208,0.02940763,0.03890362,0.0168,0.04149322,0.01888146,0.0117,0.02550493,0.02397059,0.0183,0.02852728,0.02033973,0.00664,0.00914981,0.0211326,0.00618,0.02517135,0.03188912,0.0075,0.0086791,0.00732738,0.000951,0.00984855,0.01189316,0.0069,0.01564354,0.01234985,0.00677,0.00418395,0.00782572,0.00735,0.02075463,0.01653734,0.00573,0.00555548,0.01271254,0.00426,0.00492234,0.00685982,0.00155,0.02171023,0.01157691,0.0067,0.02741407,0.02956197,0.00309,0.00736139,0.01114051,0.00513,0.03684567,0.04019661,0.0081,0.01357578,0.0240798,0.00703,0.01953449,0.01558936,0.0044,0.03670951,0.03251563,0.0056,0.02250342,0.03160702,0.00915,0.02084858,0.01076684,0.00628,0.04099952,0.049514,0.0349,0.00991491,0.01596217,0.00677,0.02302095,0.02510955,0.00996,0.01370347,0.00773446,0.00677,0.01128898,0.01470045,0.00468,0.00469754,0.00581894,0.00264,0.00831747,0.00607543,0.0034
2.5,0.00359093,0.00414779,0.0026,0.02122376,0.02765344,0.00108,0.01410057,0.00928512,0.0189,0.03068651,0.04645712,0.0154,0.0124199,0.02997284,0.0112,0.02039641,0.02654009,0.00535,0.01628288,0.0166101,0.00567,0.02539529,0.03026646,0.011,0.0806269,0.04813809,0.0155,0.0277809,0.02023883,0.0097,0.02852269,0.05763943,0.00155,0.02701061,0.04195011,0.007,0.01585311,0.02365775,0.0216,0.01322871,0.03440131,0.017,0.03410726,0.03770714,0.0105,0.04650996,0.03356562,0.00984,0.0153523,0.00653402,0.0129,0.04972322,0.02060479,0.00881,0.00909269,0.00514185,0.00337,0.05530032,0.0526888,,0.00973126,0.02126826,0.00459,0.00820802,0.01282648,0.00504,0.00680561,0.00637651,0.00234,0.02585908,0.04196531,0.00432,0.01752186,0.03422298,0.0107,0.03498214,0.05443355,0.013,0.06280952,0.03474229,0.0108,0.04085901,0.02466207,0.000823,0.0248089,0.04703877,0.0142,0.0147477,0.01855337,0.00651,0.00866811,0.00991458,0.0158,0.03671486,0.07119592,0.00936,0.02818429,0.02855988,0.0181,0.00994597,0.03703473,0.00624,0.00777579,0.00682019,0.00599,0.00621666,0.00622208,0.00773,0.02597599,0.02621472,0.00942,0.00470279,0.00379046,0.00154,0.05981289,0.0593038,0.0217,0.02604243,0.03682864,0.0139,0.03108043,0.01576597,0.00982,0.02431225,0.02284918,0.0167,0.02109778,0.02200154,0.00553,0.00838817,0.01807984,0.00592,0.02528617,0.03121912,0.00781,0.00720992,0.00732602,0.000901,0.0095783,0.01366172,0.00833,0.01407151,0.01198447,0.00649,0.00386524,0.00733769,0.0068,0.01941529,0.01523815,0.00519,0.00512032,0.0114236,0.00393,0.00525952,0.00579517,0.00137,0.02201946,0.00976235,0.00885,0.02653594,0.02715425,0.00282,0.0069157,0.01116218,0.00494,0.03612779,0.03625383,0.0082,0.01389798,0.02052744,0.00602,0.01887538,0.01492815,0.00332,0.03369497,0.03180646,0.00493,0.02257979,0.03289598,0.00899,0.01579463,0.01027236,0.00738,0.04071514,0.04280876,0.037,0.01013011,0.0134837,0.00644,0.02485666,0.02411189,0.00954,0.01312432,0.0061921,0.00671,0.01111716,0.01337009,0.00424,0.0053235,0.00492975,0.00247,0.00760652,0.0065625,0.00391
2.6,0.00332771,0.00340786,0.00296,0.01782788,0.02211475,0.000939,0.01515596,0.00922342,0.0193,0.02949574,0.04823168,0.0151,0.0131283,0.0268051,0.0104,0.01829532,0.02017474,0.00463,0.01305666,0.01426431,0.00436,0.020874,0.03027906,0.00879,0.08345313,0.04828281,0.0159,0.02699513,0.01647155,0.00852,0.02761818,0.04426406,0.00134,0.02817758,0.03507191,0.00653,0.01370124,0.02418728,0.0172,0.01270185,0.02964829,0.0159,0.02829904,0.0325016,0.00834,0.03822075,0.03312991,0.00713,0.01345843,0.00546347,0.012,0.04633832,0.02109375,0.00881,0.00875573,0.00457428,0.00292,0.05294471,0.04635234,,0.00872494,0.01899571,0.00417,0.00780676,0.01087525,0.00449,0.00542207,0.00587665,0.00233,0.02559984,0.04108844,0.00421,0.01822264,0.03117543,0.00918,0.03596139,0.04753893,0.0132,0.05333454,0.0373446,0.0101,0.04321379,0.02134013,0.000755,0.02038327,0.04301748,0.0155,0.0134557,0.01609511,0.00593,0.00821288,0.008637,0.0153,0.03070806,0.05787067,0.00923,0.0263399,0.02685616,0.0154,0.01157355,0.03185971,0.00613,0.0070639,0.00674456,0.00506,0.00576683,0.00606711,0.00776,0.02186215,0.02194096,0.00972,0.00430104,0.00387835,0.00145,0.05816268,0.05310492,0.0215,0.02398132,0.03505221,0.0107,0.02447755,0.01775923,0.0086,0.02181016,0.02034358,0.0159,0.01726542,0.02085776,0.00501,0.00785618,0.01512826,0.0069,0.02326267,0.03302075,0.00874,0.00611699,0.00737238,0.000924,0.00940199,0.01350929,0.00897,0.01282378,0.01228375,0.00677,0.00349593,0.00660854,0.00635,0.01800033,0.01272733,0.00484,0.00431027,0.01033914,0.0039,0.0052116,0.00536059,0.00113,0.01875769,0.01045243,0.00957,0.02197465,0.02718745,0.00241,0.00776106,0.0108872,0.00441,0.03501001,0.03387988,0.00824,0.01329802,0.01952417,0.00547,0.02054158,0.01354246,0.00292,0.03302834,0.03565012,0.0042,0.021941,0.03227163,0.00725,0.01373381,0.00874549,0.00689,0.04037606,0.04240687,0.0374,0.01066636,0.01397731,0.00573,0.02337877,0.02044384,0.00963,0.01232091,0.00533287,0.00643,0.01015847,0.01019105,0.00378,0.00552673,0.00430663,0.00254,0.00606035,0.00668266,0.00378
2.8,0.00298116,0.00311626,0.00327,0.01459467,0.01997381,0.000766,0.0177091,0.0092351,0.0166,0.02562566,0.04230549,0.0151,0.01380797,0.01911817,0.007,0.01556847,0.0186724,0.00356,0.00914951,0.01151816,0.0031,0.01747257,0.02377645,0.00803,0.08188865,0.04494513,0.0136,0.02321018,0.01360266,0.00709,0.02388259,0.03042081,0.00107,0.03544514,0.02847683,0.00532,0.01163083,0.02297576,0.0123,0.01412796,0.02179837,0.0134,0.02055028,0.02778944,0.00728,0.02335427,0.02996286,0.00577,0.00993978,0.00361983,0.00956,0.05946951,0.02221595,0.00771,0.00899376,0.00484889,0.00223,0.0436237,0.03870407,,0.00622112,0.01306156,0.00326,0.00606447,0.00921177,0.00321,0.00374326,0.00497569,0.00206,0.02306705,0.03922979,0.00327,0.01359706,0.02814522,0.00825,0.03204038,0.0367378,0.0106,0.03617145,0.0382949,0.00912,0.03311348,0.01726213,0.000631,0.01264221,0.02979409,0.0116,0.01145482,0.01582842,0.00523,0.00619432,0.00864621,0.0098,0.02401975,0.03418896,0.00696,0.02059488,0.0232682,0.0124,0.01133856,0.02141706,0.0058,0.00611741,0.00802723,0.00421,0.00526847,0.00419092,0.00853,0.01728897,0.01558669,0.00941,0.003975,0.00354756,0.00129,0.05452992,0.04198268,0.0208,0.02022634,0.02558466,0.0105,0.02324209,0.0180018,0.00724,0.01521026,0.01676504,0.014,0.01897586,0.02126954,0.00556,0.00713142,0.01038227,0.00687,0.01896551,0.02616898,0.00896,0.00540205,0.00724531,0.000826,0.00703199,0.0104116,0.00704,0.01055403,0.01089069,0.00783,0.00275203,0.00507903,0.00499,0.01304621,0.01274602,0.00617,0.00366191,0.0094079,0.00405,0.00426161,0.00612471,0.000819,0.01593841,0.01184351,0.00759,0.01987242,0.02839538,0.00196,0.00749022,0.0091524,0.00324,0.03209284,0.02242832,0.00759,0.00995294,0.02020905,0.00407,0.0206171,0.0144824,0.00275,0.02830334,0.03256031,0.00388,0.0213051,0.03274563,0.00612,0.01025855,0.00620248,0.00602,0.03933482,0.04484292,0.0357,0.01119543,0.01439094,0.00425,0.02043283,0.01572866,0.00778,0.00977326,0.00435392,0.00603,0.00993525,0.00831099,0.00307,0.00510246,0.00433618,0.00278,0.00501181,0.0057133,0.00314
3.0,0.00218534,0.00309212,0.00298,0.00989658,0.01654948,0.000691,0.01348047,0.00799479,0.0139,0.02171357,0.03620223,0.0139,0.0146175,0.01423027,0.00462,0.01309239,0.02178222,0.00282,0.00855825,0.01158858,0.00293,0.01469791,0.0228856,0.00823,0.06689693,0.03858623,0.0104,0.01494168,0.0128923,0.0048,0.02288288,0.02398804,0.000948,0.0296449,0.02167886,0.00521,0.01528244,0.01991943,0.00928,0.0155945,0.01682279,0.0134,0.01474896,0.02448385,0.00772,0.01756095,0.0228944,0.00465,0.00974695,0.00321175,0.00838,0.06029028,0.01833569,0.0055,0.00752755,0.00558568,0.00163,0.03324692,0.02749782,,0.00599233,0.00806987,0.00249,0.00566509,0.00796562,0.00331,0.00353748,0.00379771,0.00156,0.02558022,0.02909855,0.00262,0.01156775,0.0211774,0.00731,0.0245072,0.02916839,0.00953,0.02511412,0.02982257,0.0123,0.02490318,0.01967771,0.000541,0.01215371,0.02419788,0.00808,0.01145854,0.01601726,0.00522,0.00555367,0.00751217,0.00868,0.02156006,0.02432249,0.00577,0.01226577,0.01551759,0.00933,0.01108761,0.01523196,0.00539,0.00545962,0.00635227,0.00398,0.00430532,0.00417719,0.00572,0.01199167,0.01712922,0.00597,0.00382314,0.00289419,0.00109,0.04811977,0.03248537,0.0183,0.01507275,0.02135395,0.00919,0.01969325,0.01898987,0.00595,0.01164253,0.01464203,0.0103,0.01461553,0.0199714,0.00458,0.00650499,0.0077209,0.00658,0.01628993,0.02270756,0.0083,0.00499979,0.00652295,0.00101,0.00698491,0.00930235,0.00493,0.00735536,0.00814138,0.00874,0.00220951,0.00399435,0.00351,0.01180745,0.01047413,0.00705,0.00369707,0.00878903,0.00415,0.00350816,0.00661553,0.000704,0.01141773,0.00977435,0.00811,0.01448482,0.02207204,0.00177,0.00575427,0.00747037,0.00298,0.03066586,0.01686176,0.00689,0.00873878,0.01644232,0.00376,0.01661575,0.01392202,0.00268,0.02547325,0.02482796,0.00348,0.02064154,0.02396446,0.00545,0.00630489,0.00715292,0.00477,0.03938044,0.03756782,0.0353,0.00919057,0.01332857,0.00366,0.01921748,0.01434654,0.00638,0.00713032,0.00344898,0.00642,0.00833917,0.00692391,0.00325,0.00470165,0.00534649,0.00281,0.00487532,0.00477055,0.00288
3.2,0.00191512,0.00312041,0.00258,0.00859135,0.01311841,0.000636,0.0085499,0.00704615,0.0121,0.01733979,0.02678894,0.0112,0.01449712,0.01049217,0.00422,0.01079399,0.02113908,0.0028,0.00862718,0.01141095,0.00255,0.01028267,0.02369164,0.00842,0.04850543,0.04060755,0.00896,0.01458892,0.01041,0.00532,0.01676284,0.01980137,0.000831,0.0230007,0.01624539,0.00433,0.01296534,0.01351504,0.00633,0.01544395,0.01572545,0.0127,0.0119358,0.01864001,0.00871,0.01440221,0.01650697,0.00363,0.00866694,0.002667,0.00703,0.05286621,0.01480953,0.00445,0.00654641,0.00548279,0.0019,0.02104279,0.01967333,,0.00764768,0.008784,0.00232,0.00491879,0.00589121,0.00259,0.00302225,0.00282292,0.00122,0.02175232,0.02173995,0.0023,0.01227486,0.01536723,0.00587,0.01793038,0.02345314,0.00857,0.01789952,0.02194048,0.0117,0.01957623,0.01677492,0.000473,0.01683563,0.02079861,0.0069,0.01173879,0.01315223,0.00427,0.00515655,0.00662243,0.00934,0.01631893,0.01844578,0.00429,0.00826776,0.01188574,0.0063,0.01106888,0.01487383,0.00523,0.00412258,0.00509037,0.00274,0.00410871,0.00445579,0.00436,0.01154766,0.02193577,0.00454,0.0033578,0.00253248,0.00097,0.03393346,0.02610837,0.0146,0.0139767,0.0244525,0.00789,0.01905112,0.01581575,0.00528,0.01041974,0.01565167,0.00788,0.0145995,0.01966037,0.00535,0.00581175,0.00638739,0.00538,0.01558024,0.01791042,0.00553,0.00404494,0.00573443,0.000921,0.00749802,0.00849576,0.00422,0.00613637,0.00624091,0.00946,0.00195102,0.00340602,0.00246,0.01165121,0.00967842,0.00743,0.00354371,0.00799202,0.00302,0.00304391,0.00520233,0.000705,0.01033615,0.00959876,0.00719,0.01209711,0.01852939,0.00178,0.00497433,0.00678592,0.00241,0.02936686,0.01902231,0.00652,0.00876986,0.01098744,0.0041,0.01700344,0.01182288,0.0024,0.01636567,0.01636607,0.00323,0.01785751,0.02004706,0.00644,0.00555338,0.00529251,0.0041,0.04491251,0.03050065,0.0333,0.00830673,0.01192316,0.00307,0.01466472,0.01174052,0.00557,0.00626897,0.00289244,0.00711,0.00607044,0.00815363,0.00343,0.00439898,0.00503249,0.00292,0.00413293,0.0044468,0.00255
3.4,0.00166396,0.0023166,0.0023,0.00837597,0.0101108,0.00054,0.00697842,0.00658908,0.0112,0.0131886,0.02191359,0.0104,0.01544725,0.00835311,0.00342,0.00877994,0.01785503,0.00274,0.00672928,0.00966242,0.00249,0.01062042,0.02463287,0.00669,0.04064889,0.0412068,0.0102,0.0163373,0.00892012,0.00637,0.01402404,0.0171862,0.00071,0.01949867,0.01345101,0.00417,0.01108621,0.01159409,0.00468,0.01624508,0.01374119,0.00983,0.01018335,0.0148919,0.00747,0.01289011,0.01576853,0.00373,0.00647248,0.00174836,0.00518,0.04686627,0.01268673,0.00431,0.00566015,0.0037582,0.00151,0.01661595,0.01419394,,0.00551966,0.00934609,0.00196,0.0046359,0.00488122,0.00242,0.00247532,0.00241723,0.000948,0.02244397,0.01860688,0.00208,0.01370129,0.01349213,0.00648,0.01470002,0.01954612,0.00718,0.01504447,0.01788179,0.012,0.01781195,0.01378682,0.000409,0.01633751,0.02048167,0.00624,0.00947943,0.00879007,0.003,0.00373368,0.00500474,0.00727,0.01252487,0.01532651,0.00307,0.00642414,0.00935769,0.00433,0.01055169,0.01326558,0.00452,0.00348146,0.00475116,0.0026,0.00387988,0.00413771,0.00311,0.01482891,0.02300879,0.00346,0.00298894,0.00207819,0.000858,0.03320653,0.02893185,0.0116,0.01561715,0.02132453,0.00583,0.01726712,0.0146607,0.00432,0.00910104,0.01311568,0.00658,0.01111387,0.01536112,0.00474,0.0050828,0.00592743,0.00386,0.01184304,0.01577307,0.00435,0.00351498,0.00533572,0.000734,0.00581271,0.00783343,0.00463,0.00503751,0.00678533,0.00872,0.00182698,0.00304273,0.00193,0.0107419,0.00936317,0.00653,0.00392705,0.00705011,0.00256,0.00237589,0.00397829,0.00063,0.00956084,0.01011555,0.00501,0.01111363,0.01563097,0.00171,0.00406902,0.00632625,0.00179,0.02443323,0.02067541,0.00609,0.00905544,0.0099098,0.00405,0.01553391,0.01410936,0.00212,0.01505475,0.0138189,0.00268,0.01803094,0.01726679,0.00728,0.00502971,0.00360525,0.00321,0.03822951,0.02712075,0.0279,0.00813729,0.0119742,0.00279,0.01160685,0.0159375,0.00463,0.00506739,0.00263005,0.00781,0.00527842,0.00774909,0.00334,0.00403473,0.00465058,0.00209,0.00355329,0.00441263,0.00238
3.5,0.00148883,0.00191755,0.00233,0.00802642,0.00890816,0.000486,0.00679352,0.00644117,0.0104,0.01154114,0.01919989,0.0112,0.01567005,0.00788052,0.00303,0.00788982,0.01823203,0.00275,0.0054539,0.00860554,0.00217,0.00995093,0.02317253,0.00643,0.03606702,0.04171978,0.0112,0.01754093,0.00813361,0.00635,0.01323502,0.01537488,0.000662,0.01971175,0.01208256,0.00398,0.01045671,0.01088686,0.0045,0.01648849,0.01233382,0.00901,0.00979323,0.01324607,0.00707,0.01220713,0.01582719,0.00392,0.00663601,0.00159818,0.00457,0.04467221,0.01200345,0.00411,0.00500317,0.00371279,0.00129,0.01519011,0.01236346,,0.00464739,0.01002218,0.00193,0.00414453,0.00446695,0.00235,0.0022562,0.00217294,0.000813,0.02174824,0.0172292,0.00208,0.01468089,0.01299677,0.00646,0.01467881,0.01791871,0.00676,0.01428988,0.01716063,0.0121,0.01764644,0.01288437,0.000384,0.01423624,0.0206733,0.00578,0.00937895,0.00805468,0.00292,0.00319906,0.00426815,0.00632,0.0117883,0.01477942,0.00304,0.00593263,0.0080554,0.0038,0.01012849,0.01223035,0.004,0.00345772,0.00415013,0.00252,0.0036323,0.00374611,0.00304,0.01585996,0.02184382,0.00306,0.00281962,0.00185123,0.000809,0.03371394,0.02932151,0.0106,0.01567545,0.01755195,0.00492,0.01398258,0.01467533,0.00431,0.00881762,0.01276841,0.00576,0.01059961,0.01233907,0.00386,0.00472602,0.00580958,0.0034,0.01041946,0.01559833,0.00423,0.0033547,0.00493738,0.000669,0.00509042,0.0075889,0.00452,0.00502108,0.00706375,0.00803,0.00156258,0.00287361,0.00189,0.01011429,0.00893762,0.00608,0.00418463,0.00652716,0.00233,0.00210154,0.00349936,0.000604,0.00841842,0.0109564,0.00446,0.01185173,0.01300318,0.00161,0.00382709,0.00601222,0.00157,0.02126528,0.02072658,0.00579,0.00997501,0.01049828,0.00389,0.01498576,0.01576903,0.00182,0.01522308,0.01342342,0.00236,0.0186992,0.01740934,0.00803,0.00454858,0.00346207,0.0031,0.03474095,0.02622333,0.0259,0.00832132,0.01239935,0.00283,0.01100347,0.01923783,0.00431,0.00447797,0.00249747,0.00775,0.00538633,0.00711624,0.00312,0.00395187,0.00430929,0.00183,0.00304784,0.0042702,0.00223
3.6,0.00160071,0.0017244,0.0024,0.00747164,0.00786092,0.000442,0.00641639,0.00600123,0.00994,0.0104231,0.01641273,0.0115,0.01508978,0.00738098,0.00248,0.00709294,0.01862406,0.00266,0.00429568,0.00770702,0.00216,0.00845195,0.02125497,0.00646,0.03126157,0.04073241,0.0113,0.01864359,0.00715608,0.00595,0.01236724,0.01679662,0.00062,0.02016296,0.01255741,0.00376,0.00925405,0.01109852,0.00441,0.01624328,0.0112611,0.00838,0.00885078,0.01133764,0.00643,0.01140128,0.01536992,0.00414,0.00641833,0.00146767,0.00425,0.04388703,0.01168049,0.00392,0.00434279,0.00354107,0.00109,0.01440363,0.01134579,,0.00399997,0.01081568,0.00188,0.00351661,0.00397498,0.00214,0.00207397,0.00190554,0.000722,0.02139791,0.01596428,0.002,0.01362951,0.0123065,0.00632,0.01511426,0.01642763,0.00733,0.01384067,0.01597757,0.0119,0.01675368,0.01272122,0.000364,0.01188714,0.01881192,0.0064,0.00922376,0.00786474,0.00281,0.00315787,0.00352438,0.006,0.01173039,0.01538942,0.00293,0.00559725,0.00702552,0.00339,0.00962276,0.01142813,0.00346,0.00329421,0.00390998,0.00238,0.00331636,0.00327155,0.00291,0.01570187,0.02011811,0.00314,0.00287428,0.00181795,0.000754,0.03367658,0.02919972,0.0101,0.01594769,0.01637684,0.00446,0.01116975,0.01394581,0.00407,0.00876925,0.01235883,0.00509,0.01079465,0.01149374,0.00365,0.00438704,0.00570935,0.00288,0.00991122,0.01612989,0.00405,0.00317345,0.00445408,0.00063,0.00440176,0.00714329,0.0044,0.00459804,0.00775372,0.00715,0.00137566,0.0026942,0.00188,0.00941174,0.00892442,0.00556,0.00474024,0.00599303,0.00207,0.00185295,0.00306821,0.00053,0.00715422,0.01124685,0.00396,0.01191687,0.01246465,0.00149,0.00369684,0.00611299,0.00139,0.01958652,0.02099058,0.00544,0.01007568,0.01109829,0.00391,0.01511597,0.01706601,0.0015,0.01496298,0.01300407,0.00208,0.01923623,0.01832991,0.00849,0.00401034,0.00301967,0.00264,0.03091145,0.02707696,0.0241,0.00824543,0.01235872,0.00272,0.01052069,0.02132651,0.00432,0.00393994,0.0023559,0.0074,0.00599843,0.0062507,0.00279,0.00393196,0.00426763,0.00191,0.00281448,0.00400196,0.00193
3.8,0.00176074,0.00156845,0.00237,0.00616321,0.0061856,0.000384,0.00569588,0.00628518,0.0094,0.0101953,0.01347787,0.0106,0.01275737,0.00598546,0.00307,0.00581501,0.0151677,0.00227,0.00346707,0.00667908,0.00175,0.00805665,0.01813105,0.0063,0.02601057,0.03509489,0.00938,0.01864747,0.00548791,0.00537,0.01065553,0.01725575,0.000547,0.02261868,0.01329639,0.00289,0.00956716,0.009418,0.00387,0.01453202,0.01041195,0.00732,0.00718035,0.00974848,0.00555,0.00997247,0.01286658,0.00433,0.00507943,0.00123371,0.00353,0.04307789,0.01000176,0.00394,0.00339974,0.00289671,0.000983,0.01388383,0.01068721,,0.00313143,0.01084217,0.00168,0.00306261,0.00314626,0.00158,0.00183539,0.00157799,0.000688,0.01836487,0.01370418,0.00151,0.01002215,0.01126937,0.0057,0.01531106,0.01526882,0.00814,0.01339107,0.01426569,0.0121,0.01415057,0.00883204,0.000328,0.01150904,0.01871777,0.0076,0.00840694,0.00758375,0.00288,0.00285207,0.00292012,0.00604,0.01461416,0.01654617,0.00266,0.00556421,0.00597253,0.00283,0.00842053,0.01133509,0.00305,0.00281534,0.0030752,0.00207,0.00311045,0.0024174,0.00236,0.01292441,0.01652444,0.00306,0.00273584,0.00172592,0.00063,0.03490081,0.02917255,0.0098,0.01494757,0.01241098,0.00382,0.00856717,0.01333443,0.00342,0.0089289,0.01406231,0.00455,0.01038951,0.00930352,0.00351,0.0037864,0.00548106,0.00248,0.01008786,0.01834346,0.00348,0.00292355,0.00345536,0.000588,0.00324688,0.00671741,0.0038,0.00396357,0.00831237,0.0055,0.00114828,0.00229662,0.00183,0.00791511,0.00849364,0.00466,0.0050603,0.00491156,0.00175,0.00166737,0.00239484,0.000444,0.00607178,0.0100277,0.00334,0.01019085,0.0101951,0.00121,0.00308719,0.00566427,0.0011,0.01665506,0.02137764,0.00472,0.01092328,0.01097233,0.00375,0.01574074,0.01779076,0.00112,0.01337916,0.01202277,0.00171,0.01936418,0.01772682,0.0101,0.00332651,0.0023655,0.0023,0.02263179,0.03265588,0.0198,0.00911767,0.01307196,0.00239,0.00913242,0.0212815,0.00459,0.00307908,0.00208521,0.00678,0.0060533,0.00445167,0.00228,0.00429809,0.00437512,0.00184,0.00284545,0.00355811,0.00122
