
 PEER Ground Motion Database, Time Series Search Report -- NGA-West2 -- 2021-09-08


 -- Summary of PEER Ground Motion Database Search Criteria --
Magnitude Min:, 7.5
Magnitude Max:, 7.8
Rrup Min (km):, 55.0
Rrup Max (km):, 80.0
Rjb Min (km):, -1.0e-06
Rjb Max (km):, 99999
Vs30 Min (m/sec):, -1.0e-06
Vs30 Max (m/sec):, 99999
D9-95 Min (sec):, -1.0e-06
D9-95 Max (sec):, 99999
Scale Factor Min:, -1.0e-06
Scale Factor Max:, 99999
Period Array:, 
Weight Array:, 
Record Sequence Number:, 
Earthquake Name:, chi-chi
Station Name:, 
User-Defined Maximum Number of Records:, 
Pulse:, 1
Damping Ratio:, 0.05
Scaling Method:, No Scaling
Suite Average:, Arithmetic
Single-Period-Scaling Period (sec):, 
Component:, SRSS
Fault Type:, All Types


 -- Summary of Metadata of Selected Records --
Result ID, Spectral Ordinate, Record Sequence Number, Mean Squared Error, Scale Factor, Tp-Pulse Period (sec), 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Earthquake Name, Year, Station Name, Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor, Horizontal-1 Acc. Filename, Horizontal-2 Acc. Filename, Vertical Acc. Filename
0.01,0.06261683,0.05288567,0.0298,0.1069379,0.09922836,0.046,0.05520093,0.05230176,0.0301,0.04488694,0.06513769,0.0235,0.05574327,0.06922491,0.0256,0.03941174,0.0538217,0.0216,0.04841089,0.0584131,0.0256,0.04723321,0.04807298,0.016,0.04195556,0.0453442,0.0196,0.02874888,0.04283744,0.0205,0.05965191,0.05014303,0.0199,0.0595597,0.0662411,0.0262,0.07876574,0.05384598,0.0151,0.088749,0.04477526,0.0214,0.07690797,0.07199779,0.0303,0.05211776,0.0619539,0.0275,0.09072881,0.05192717,0.0328,0.1378046,0.04929537,0.0527,0.06557646,0.08593885,0.0309,0.08629612,0.1025047,0.0396,0.07901756,0.06593157,0.0371,0.1036105,0.09064071,0.04,0.1294232,0.1353161,0.0478,0.1217296,0.08192317,0.04,0.0588337,0.06838953,0.0318,0.04713559,0.08014785,0.0288,0.1896349,0.1257592,0.0722,0.0407777,0.03483939,0.0275,0.0702255,0.06111187,0.0273,0.03358256,0.0421479,0.0263,0.05989168,0.04738512,0.0359,0.06787975,0.05331272,0.0308,0.06495883,0.06444062,0.0547,0.07871062,0.03346401,0.0236,0.04991434,0.05330454,0.026,0.07345422,0.0826396,0.0476,0.09487744,0.08260168,0.0335,0.07302332,0.06361393,0.0468,0.07591471,0.09719739,0.0546,0.0349231,0.02522128,0.0159,0.05476087,0.07681825,0.0196,0.04001235,0.03377697,0.0192,0.06039609,0.07721988,0.0333,0.06479691,0.07211652,0.0296,0.05662693,0.05673286,0.027,0.1186484,0.09134188,0.0575,0.07838164,0.09510168,0.037,0.06348281,0.05382632,0.0422,0.1139436,0.1341004,0.0559,0.06208931,0.09629869,0.0397,0.02569681,0.02610137,0.016,0.04351623,0.03945541,0.0272,0.05015876,0.04449722,0.0256,0.03520863,0.0225668,0.0143,0.02976743,0.02619852,0.0235,0.0344855,0.0495138,0.024,0.02675143,0.03905709,0.014,0.02873985,0.03730233,0.0163,0.01926651,0.01608966,0.0148,0.07642893,0.08540796,0.0454,0.0563216,0.07746982,0.0295,0.03058469,0.04009435,0.0196,0.02580276,0.02932279,0.0177,0.05742252,0.05865636,0.0199,0.05609441,0.05018017,0.0327,0.03368959,0.03995625,0.0165,0.06633995,0.1138942,0.0198,0.02597359,0.02551834,,0.02460538,0.02415274,0.0183
0.02,0.06269901,0.05302974,0.0304,0.1072019,0.09976798,0.0464,0.05539873,0.05243592,0.0309,0.04511133,0.06546524,0.0238,0.05617106,0.06957608,0.027,0.03952841,0.05427458,0.0218,0.04864572,0.05848929,0.026,0.04731616,0.04812964,0.0162,0.04207044,0.04543767,0.0197,0.02886151,0.0430675,0.0207,0.05981958,0.05021068,0.0204,0.05961641,0.06630011,0.0263,0.07883044,0.05396233,0.0154,0.08892524,0.04487798,0.0215,0.07714225,0.0725635,0.0303,0.0522093,0.06201054,0.0277,0.09101509,0.05215759,0.033,0.1379362,0.04936349,0.0527,0.06574536,0.08601324,0.0322,0.08710202,0.1028145,0.0404,0.07915089,0.06609762,0.0374,0.1040983,0.09072285,0.0407,0.1307364,0.1353835,0.0482,0.1219427,0.08241988,0.0406,0.05902525,0.0686394,0.0321,0.0473537,0.08031815,0.029,0.1896106,0.1295426,0.0732,0.04090599,0.0351142,0.0279,0.07035383,0.06127335,0.0278,0.03357141,0.04229565,0.027,0.06015872,0.04759658,0.0361,0.06849987,0.0532633,0.0309,0.06573345,0.06513695,0.055,0.07885085,0.0335554,0.0237,0.05001356,0.05334477,0.0261,0.07370248,0.0828789,0.0479,0.09685767,0.08361468,0.0412,0.07334848,0.06381818,0.047,0.07677325,0.09763648,0.055,0.03496361,0.02526646,0.0159,0.05483409,0.07686833,0.0198,0.04027763,0.03392617,0.0195,0.06044374,0.07735702,0.0334,0.06486472,0.07217026,0.0297,0.0567604,0.05681858,0.0271,0.1191186,0.09132185,0.0595,0.07846524,0.09516279,0.0371,0.06385467,0.05501893,0.0423,0.1141543,0.1343426,0.0564,0.06223431,0.09636849,0.0397,0.02575895,0.02611426,0.016,0.04358457,0.03953405,0.0275,0.05030061,0.04456777,0.0257,0.03527958,0.02260267,0.0143,0.02987915,0.02634693,0.0235,0.03458144,0.04958782,0.0242,0.02677471,0.03912531,0.014,0.0287974,0.037359,0.0163,0.0193083,0.01613651,0.0148,0.07668134,0.08551001,0.0454,0.05647752,0.07755531,0.0296,0.03067848,0.04017859,0.0197,0.02582457,0.02933785,0.0177,0.05759025,0.05879271,0.02,0.05616891,0.05019995,0.0327,0.03372515,0.03999334,0.0165,0.0664579,0.1141131,0.0199,0.0260024,0.02554617,,0.02461652,0.02424107,0.0184
0.022,0.06273042,0.05320064,0.0305,0.1074054,0.1002458,0.0466,0.05533109,0.05254179,0.031,0.04509371,0.06549925,0.0239,0.05592203,0.07000517,0.0278,0.03962714,0.05438814,0.0218,0.04861562,0.05851419,0.0263,0.04732578,0.04817092,0.0163,0.04208674,0.04545076,0.0197,0.02891777,0.04313209,0.0207,0.05986977,0.05042987,0.0205,0.05963574,0.06631394,0.0263,0.07885858,0.05401265,0.0154,0.08897763,0.04491044,0.0215,0.0771419,0.07267977,0.0304,0.05214666,0.06207367,0.0278,0.09097107,0.05222948,0.0331,0.1379703,0.04938351,0.0527,0.06581246,0.08601351,0.032,0.08716024,0.1030668,0.0411,0.07916734,0.06628643,0.0377,0.1040434,0.09074162,0.0424,0.1308669,0.1356441,0.0481,0.1220258,0.08259697,0.0408,0.05883469,0.06872405,0.0323,0.0474274,0.08037576,0.029,0.1896061,0.1313234,0.0735,0.04116721,0.03525284,0.028,0.07047354,0.06127593,0.028,0.03359985,0.04241557,0.027,0.06022777,0.0476589,0.0362,0.06849781,0.05350462,0.0309,0.06566735,0.06536454,0.055,0.07889327,0.03358082,0.0237,0.05002743,0.05340556,0.0262,0.07377338,0.08297357,0.0479,0.09824082,0.08305717,0.0423,0.07318857,0.06382433,0.0472,0.07676793,0.09746941,0.0549,0.03497969,0.02528345,0.0159,0.05485209,0.07687485,0.0198,0.04035188,0.0339527,0.0196,0.06045988,0.07738619,0.0334,0.0649215,0.07218324,0.0298,0.05682862,0.05685267,0.0275,0.1195428,0.09175798,0.0595,0.07848844,0.09517819,0.0372,0.06396465,0.05525735,0.0425,0.1142052,0.1343725,0.0566,0.0623014,0.09638043,0.0397,0.0257795,0.02611845,0.016,0.0435999,0.03955649,0.0276,0.05034291,0.04458691,0.0257,0.03530036,0.02261139,0.0143,0.02992654,0.02642119,0.0236,0.03459428,0.04959129,0.0242,0.0267799,0.03914474,0.014,0.02881305,0.03737054,0.0163,0.0193206,0.01614936,0.0149,0.07679023,0.08566406,0.0454,0.05655188,0.07755291,0.0295,0.03071228,0.04019273,0.0197,0.02583083,0.02934207,0.0177,0.0576419,0.05883088,0.02,0.05619121,0.05021717,0.0327,0.03371799,0.03999831,0.0165,0.0664985,0.1141752,0.0199,0.02601543,0.02555263,,0.02461887,0.02426594,0.0184
0.025,0.06273038,0.05302524,0.0312,0.1075411,0.09976802,0.047,0.05541902,0.05288254,0.0311,0.04524005,0.06576619,0.0241,0.0566405,0.07017282,0.0294,0.0398811,0.05452591,0.0219,0.04876773,0.05857589,0.0266,0.04736555,0.0481763,0.0163,0.04223449,0.04546897,0.0197,0.02898321,0.04325335,0.0208,0.05994893,0.05055509,0.0205,0.05965128,0.06636392,0.0264,0.07888247,0.05405694,0.0157,0.0890753,0.04494053,0.0215,0.07722674,0.07297299,0.0308,0.05221736,0.06196316,0.0278,0.09114791,0.05233614,0.0332,0.1380384,0.0494257,0.0527,0.06636413,0.08602366,0.0347,0.08693199,0.1031951,0.0413,0.07928276,0.06633472,0.0383,0.10473,0.09077571,0.0428,0.1314815,0.1354161,0.0479,0.1222038,0.0828185,0.0412,0.05924282,0.0686672,0.0323,0.04755728,0.08044332,0.029,0.1897476,0.1322598,0.0742,0.04137609,0.03514279,0.0283,0.07072403,0.0613659,0.0283,0.0337042,0.04235409,0.0268,0.06035832,0.04776003,0.0366,0.06885887,0.05358408,0.031,0.06590673,0.06573387,0.0555,0.07895199,0.0336272,0.0238,0.05010629,0.05361341,0.0261,0.07409471,0.08312307,0.0481,0.1063011,0.08410406,0.0444,0.07331026,0.06392927,0.0476,0.07740304,0.09799936,0.0555,0.03498643,0.02530137,0.0159,0.0548899,0.07688785,0.0199,0.04047192,0.03405501,0.0197,0.06050744,0.07745823,0.0334,0.06493453,0.07221366,0.0298,0.05694529,0.05686438,0.0275,0.1193999,0.09292623,0.0615,0.07853536,0.0952059,0.0372,0.06418918,0.05609217,0.0429,0.1142479,0.1345457,0.0569,0.06240124,0.09645654,0.0397,0.02581291,0.02611983,0.016,0.04364175,0.03959626,0.0277,0.05041396,0.04463145,0.0257,0.03533209,0.02262252,0.0144,0.02995695,0.02650818,0.0237,0.03460063,0.04964088,0.0242,0.02678419,0.03918111,0.014,0.02883284,0.03738903,0.0164,0.01933731,0.01616871,0.0149,0.07682033,0.08594702,0.0455,0.05655451,0.07756903,0.0297,0.03078221,0.04026058,0.0197,0.02584064,0.02935003,0.0177,0.05777085,0.05888818,0.02,0.05623292,0.05023393,0.0328,0.03375465,0.0400114,0.0166,0.06656501,0.1142859,0.0199,0.02603024,0.02556587,,0.02462862,0.02430981,0.0184
0.029,0.06290135,0.05325196,0.0312,0.1076962,0.1004718,0.0473,0.05565162,0.05283249,0.0308,0.04536674,0.06552534,0.0242,0.05667667,0.07062811,0.0282,0.03975006,0.05507502,0.0219,0.04882063,0.05864605,0.0277,0.04738269,0.04828293,0.0168,0.04228901,0.04552493,0.0199,0.02894859,0.04339671,0.021,0.0601005,0.05044914,0.0211,0.05972279,0.06642348,0.0264,0.0789113,0.05413685,0.0162,0.08919211,0.04503477,0.0216,0.07731152,0.0733248,0.0306,0.05237741,0.06212847,0.0277,0.09149956,0.05252315,0.0333,0.1381475,0.0494683,0.0527,0.06673712,0.08638097,0.0407,0.08754081,0.1036334,0.0438,0.07938386,0.06639107,0.0394,0.104152,0.09082162,0.0406,0.130355,0.1376835,0.0489,0.1224068,0.08327398,0.0418,0.05978434,0.06864198,0.0325,0.04755782,0.0804081,0.0291,0.1899169,0.1358452,0.0756,0.041824,0.03515795,0.0285,0.07095341,0.06120848,0.0289,0.03420492,0.04274582,0.0318,0.06059398,0.04792337,0.0365,0.06918059,0.05391852,0.0324,0.06665074,0.06668594,0.0557,0.07904818,0.03368178,0.0238,0.05027591,0.05344322,0.0266,0.07453034,0.08401823,0.0486,0.1038889,0.09611443,0.0504,0.0738663,0.06426444,0.0472,0.07802529,0.09797263,0.0571,0.03501382,0.02533584,0.0159,0.05493286,0.07688533,0.02,0.04069254,0.03414676,0.0199,0.0605507,0.0775507,0.0334,0.06497341,0.07218776,0.03,0.0570971,0.05694205,0.0271,0.1197172,0.09426552,0.0616,0.07860064,0.09524746,0.0373,0.06515475,0.05726333,0.0431,0.1147352,0.1346332,0.0575,0.06248641,0.09628508,0.0399,0.02586671,0.02612312,0.016,0.04372886,0.03966045,0.0279,0.05056027,0.04469286,0.0258,0.03539836,0.02265452,0.0144,0.03006135,0.02677445,0.0239,0.0347068,0.0496671,0.0242,0.02680095,0.0392246,0.014,0.02888051,0.03745772,0.0164,0.0193798,0.01620942,0.0149,0.07703493,0.0857413,0.0455,0.05684022,0.07776032,0.0298,0.03085011,0.04037236,0.0197,0.02585733,0.02936236,0.0178,0.05789809,0.05897138,0.02,0.05628533,0.05024402,0.0328,0.03381214,0.0400325,0.0166,0.06666655,0.1144812,0.02,0.02605544,0.02559556,,0.02463032,0.02438518,0.0185
0.03,0.06296397,0.05303163,0.0313,0.1082823,0.09951261,0.0477,0.05574108,0.05310619,0.0308,0.04550882,0.06570811,0.0243,0.05717669,0.07120774,0.0281,0.039719,0.05524915,0.0221,0.04895681,0.05866018,0.0281,0.04740535,0.04827997,0.0171,0.04231611,0.04556216,0.0199,0.02901553,0.04333082,0.0211,0.0601432,0.05076012,0.0217,0.05974325,0.06644147,0.0265,0.07893599,0.05418539,0.0163,0.08922707,0.04505879,0.0217,0.07740567,0.0732532,0.0304,0.05233115,0.06239317,0.0279,0.09159392,0.05258635,0.0335,0.1381762,0.04948863,0.0526,0.0664207,0.0864514,0.043,0.08814505,0.1036612,0.0442,0.07950673,0.06613869,0.0394,0.1036032,0.09082888,0.0407,0.1321916,0.138291,0.0499,0.1225127,0.08338369,0.0421,0.06016686,0.06874575,0.0324,0.04762138,0.08046227,0.0291,0.1902981,0.1359413,0.0759,0.04178456,0.03516439,0.0286,0.07116016,0.06180422,0.0288,0.03431347,0.04285731,0.0294,0.06063851,0.04796819,0.0362,0.06891271,0.05422578,0.0324,0.06694487,0.06711256,0.0557,0.07907189,0.03371912,0.0239,0.05029709,0.05336559,0.0266,0.07478491,0.08411565,0.0487,0.1027614,0.09564791,0.0536,0.07453711,0.06401443,0.0475,0.07804064,0.09774595,0.0573,0.03502617,0.02534716,0.0159,0.05495087,0.07690416,0.02,0.04073606,0.03415574,0.0199,0.06054704,0.07758655,0.0335,0.06498932,0.07215974,0.03,0.05717803,0.05691555,0.0271,0.1203105,0.09529944,0.0609,0.07864502,0.09526609,0.0373,0.06526548,0.0574967,0.0434,0.1148159,0.1347042,0.0576,0.06255729,0.09638034,0.0399,0.02588609,0.02613212,0.016,0.04375466,0.03967781,0.028,0.05056309,0.04467567,0.0258,0.03542182,0.02266745,0.0144,0.03006933,0.02679749,0.0239,0.03474892,0.04968016,0.0243,0.02680045,0.03924174,0.014,0.02889259,0.03750327,0.0164,0.01939033,0.01622281,0.015,0.0770582,0.08561499,0.0455,0.05676066,0.07778596,0.0297,0.03084869,0.04042539,0.0197,0.02586239,0.02936583,0.0178,0.05798404,0.05898405,0.02,0.05628864,0.05027012,0.0328,0.03380747,0.04004164,0.0166,0.06666906,0.114532,0.02,0.0260655,0.02559245,,0.02463215,0.02441035,0.0185
0.032,0.0629181,0.05312913,0.0323,0.1087322,0.09989148,0.048,0.05584343,0.0536265,0.0308,0.04569181,0.06573313,0.0243,0.05734976,0.07143655,0.0321,0.03984769,0.05537562,0.0223,0.04909956,0.05866698,0.0286,0.04759003,0.04838104,0.0173,0.04250926,0.04565092,0.0199,0.02928649,0.04321449,0.0213,0.06019936,0.05142341,0.0222,0.05977162,0.06644806,0.0265,0.07898646,0.05425901,0.0169,0.08932649,0.04510052,0.0217,0.07759504,0.0731705,0.0312,0.05212973,0.06267986,0.0282,0.09168999,0.05267159,0.034,0.138249,0.04952821,0.0527,0.06680816,0.08664398,0.0438,0.08877788,0.1040813,0.0438,0.07983323,0.06675703,0.0405,0.1037487,0.09090435,0.0424,0.1338617,0.1395063,0.0506,0.1221164,0.08383065,0.0424,0.0608033,0.06894246,0.0326,0.04780655,0.08067308,0.0293,0.1903892,0.1357185,0.0766,0.04174577,0.03538053,0.0285,0.07151348,0.06220138,0.029,0.03459889,0.04266408,0.03,0.06072239,0.04807313,0.0359,0.06883218,0.05468534,0.0321,0.06715351,0.06683274,0.055,0.07915229,0.03376669,0.0239,0.05048331,0.05365622,0.0267,0.07507318,0.08339862,0.0489,0.102767,0.09794287,0.0624,0.07715096,0.06379623,0.0478,0.07769928,0.09771494,0.0567,0.0350445,0.02540661,0.0159,0.05499826,0.07696826,0.0201,0.04079195,0.03421391,0.0201,0.06057344,0.07761069,0.0335,0.0651659,0.07236184,0.0299,0.05745593,0.05694145,0.0271,0.1208263,0.0949993,0.0601,0.07870933,0.09529117,0.0377,0.06564502,0.05712558,0.0434,0.114944,0.1349144,0.0582,0.06266209,0.09651668,0.0399,0.02592799,0.02613319,0.0161,0.04376917,0.03971082,0.0282,0.05065423,0.04477856,0.0258,0.03546411,0.02268185,0.0144,0.03013843,0.02674454,0.024,0.03488913,0.04971672,0.0244,0.0268015,0.03927138,0.014,0.02892131,0.03759008,0.0164,0.0194082,0.01622735,0.015,0.07705371,0.08573046,0.0454,0.05684942,0.07763916,0.0295,0.03083312,0.04046551,0.0198,0.02587175,0.02937189,0.0178,0.05797441,0.05900231,0.02,0.05634183,0.05028806,0.0328,0.03385174,0.04005995,0.0166,0.06665623,0.114603,0.02,0.02608393,0.02559154,,0.02463475,0.02444838,0.0185
0.035,0.06303095,0.05328668,0.0353,0.1084758,0.1012589,0.0491,0.05635818,0.05359272,0.0325,0.04597956,0.06599253,0.0245,0.05741026,0.07186668,0.0344,0.03982943,0.05548028,0.0223,0.04891358,0.05871381,0.0293,0.04765739,0.04825323,0.018,0.04268843,0.04562119,0.0201,0.02921032,0.04343204,0.0216,0.06027102,0.05194706,0.0216,0.05979814,0.06640833,0.0266,0.07905799,0.05438268,0.0162,0.08947912,0.0451465,0.0218,0.07751103,0.0738804,0.0305,0.0525088,0.06303718,0.029,0.09162605,0.05292496,0.0343,0.1383456,0.04959857,0.0527,0.06931885,0.08661985,0.0466,0.08867504,0.1042422,0.0483,0.08041073,0.06613286,0.0426,0.1042396,0.09087858,0.0414,0.1347264,0.1390868,0.0513,0.1230564,0.08448628,0.0436,0.06071253,0.06903289,0.0336,0.04777186,0.08080844,0.0298,0.1899789,0.1344136,0.0773,0.0416072,0.03582915,0.0279,0.07215066,0.06213561,0.0297,0.03517414,0.04255242,0.0279,0.06089814,0.04824098,0.0368,0.06937566,0.05499057,0.0324,0.06921882,0.06727049,0.0557,0.07917009,0.0338281,0.024,0.05046739,0.05367153,0.0269,0.0751185,0.08297578,0.0484,0.1035046,0.08964606,0.0817,0.07739171,0.06478572,0.0472,0.07798453,0.09796065,0.0561,0.03506771,0.02544354,0.0159,0.05505078,0.07697587,0.0202,0.04084298,0.03424181,0.0202,0.0607921,0.07776111,0.0336,0.06496527,0.07233469,0.0296,0.05800416,0.05697721,0.0273,0.1222023,0.09292074,0.0608,0.07869546,0.09533405,0.0374,0.0660307,0.05880778,0.0426,0.1148581,0.1347829,0.0596,0.06280105,0.09706414,0.04,0.02595283,0.02611235,0.0161,0.04374943,0.03978813,0.0285,0.05077307,0.04483366,0.0259,0.03553426,0.02270274,0.0145,0.03039166,0.02679154,0.0242,0.03483802,0.04989605,0.0243,0.02681206,0.03928057,0.014,0.02897039,0.03744547,0.0164,0.01946603,0.01626687,0.015,0.07754253,0.0864862,0.0454,0.05691453,0.07756336,0.0299,0.03108022,0.04064466,0.0198,0.02588402,0.02937989,0.0178,0.05788911,0.05911331,0.02,0.05638704,0.0503277,0.0328,0.03387735,0.04007816,0.0166,0.06694624,0.1146782,0.02,0.02611022,0.02560124,,0.02459722,0.02453138,0.0186
0.036,0.06316604,0.05336852,0.0369,0.1084512,0.1017608,0.0494,0.0562626,0.05333654,0.0325,0.04609429,0.06620719,0.0246,0.05807142,0.0719946,0.0341,0.03978821,0.05556215,0.0225,0.04914209,0.05874962,0.0298,0.04770966,0.04836489,0.0184,0.04275878,0.04566725,0.0203,0.02911836,0.04358949,0.0215,0.06035158,0.05220509,0.0212,0.0597712,0.06643882,0.0267,0.07904452,0.05443628,0.0162,0.08954075,0.04512012,0.0219,0.07765877,0.0739958,0.0314,0.05264056,0.06312069,0.0292,0.0917221,0.05304949,0.0343,0.1383805,0.04963662,0.0527,0.06970068,0.08718531,0.0468,0.08899298,0.1041492,0.0492,0.08086702,0.06614124,0.0465,0.1041144,0.09097807,0.0426,0.1359204,0.1393673,0.051,0.1232671,0.08447456,0.0444,0.06076625,0.06887668,0.0342,0.04798159,0.08077393,0.0298,0.19068,0.1337744,0.0771,0.04160838,0.03599739,0.0278,0.07229253,0.0621496,0.0308,0.03520593,0.04236649,0.0281,0.06101063,0.04831121,0.0376,0.06951267,0.0549055,0.0324,0.07017221,0.06786252,0.0562,0.07920576,0.03383597,0.0239,0.05037773,0.05371911,0.0272,0.07527787,0.08292533,0.0487,0.1057975,0.09232546,0.0887,0.07671963,0.06484608,0.0475,0.07772404,0.09782392,0.0558,0.03507447,0.02548558,0.0159,0.0550644,0.07695005,0.0202,0.04091466,0.03432432,0.0203,0.06086161,0.07777424,0.0336,0.06508154,0.07223038,0.0299,0.05802193,0.05711142,0.0275,0.1218706,0.09313793,0.0618,0.0787234,0.09534755,0.0373,0.06635768,0.06031464,0.0434,0.1149318,0.1345874,0.0598,0.06289768,0.09712892,0.0399,0.02597256,0.02611286,0.0161,0.04376929,0.03982136,0.0285,0.05079079,0.04486933,0.0259,0.03554508,0.02269113,0.0145,0.03046863,0.02678846,0.0242,0.03476296,0.04982072,0.0242,0.02680166,0.03927808,0.014,0.02899096,0.03731828,0.0164,0.01948042,0.01626511,0.0151,0.07760977,0.0866004,0.0454,0.05715805,0.07756777,0.0297,0.03116973,0.04066508,0.0198,0.02588938,0.02938455,0.0178,0.05802257,0.05906921,0.0201,0.05639381,0.05036236,0.0328,0.03385298,0.04007336,0.0166,0.06709691,0.114768,0.02,0.02612061,0.02560703,,0.02460296,0.02456916,0.0186
0.04,0.06300693,0.05348032,0.0378,0.1068937,0.1000103,0.0485,0.05597122,0.05442267,0.0326,0.04609617,0.06756391,0.0252,0.05796498,0.07139461,0.0358,0.03971084,0.05547724,0.0234,0.0496044,0.05890206,0.0307,0.04754606,0.04815637,0.0188,0.04326415,0.04623541,0.0211,0.02977809,0.0438021,0.0213,0.060811,0.05213539,0.0221,0.05991213,0.06645833,0.0266,0.07887602,0.05431969,0.0193,0.08977253,0.04518327,0.0223,0.07740669,0.07445876,0.0312,0.05252226,0.0631435,0.0291,0.09226996,0.05377277,0.0342,0.1385467,0.04976556,0.0527,0.07104623,0.08810805,0.0505,0.09014933,0.1046743,0.055,0.0804584,0.06865697,0.0503,0.1037986,0.09118576,0.0493,0.1306226,0.1396523,0.0502,0.1228115,0.08665264,0.0424,0.06119782,0.06907413,0.0368,0.04839357,0.08162574,0.0294,0.1903315,0.1324716,0.0782,0.04166743,0.03661794,0.0289,0.07222684,0.06187781,0.0284,0.03501961,0.04259408,0.0305,0.06173113,0.04857033,0.0378,0.07072046,0.05341696,0.0308,0.07130746,0.06698264,0.0567,0.07933541,0.03402306,0.0238,0.05056292,0.05361128,0.0273,0.07622553,0.08426334,0.049,0.1121448,0.103021,0.101,0.07628327,0.06583653,0.0503,0.07676516,0.09888191,0.0599,0.03516277,0.02547891,0.016,0.05516542,0.076944,0.0204,0.04132773,0.03413543,0.0209,0.06084868,0.07823928,0.0334,0.0653346,0.07278012,0.0303,0.05739585,0.05746686,0.0287,0.1227121,0.09459223,0.0669,0.07906791,0.09540407,0.0376,0.06899612,0.06488012,0.0445,0.1164172,0.1363014,0.0596,0.06293239,0.09758722,0.0402,0.02604008,0.02622272,0.0162,0.04388859,0.03981896,0.0291,0.05102503,0.04488979,0.026,0.03558437,0.02268394,0.0146,0.03030634,0.02695343,0.0243,0.03524926,0.04972937,0.0246,0.0268567,0.03928151,0.0141,0.02902468,0.03771482,0.0164,0.01953883,0.01632736,0.015,0.07843521,0.08694568,0.0456,0.05746378,0.07801025,0.0298,0.03152839,0.04081435,0.0198,0.02591424,0.02940283,0.0178,0.05857628,0.05943778,0.02,0.05649002,0.05037016,0.0328,0.03375694,0.04007959,0.0167,0.06765077,0.1152436,0.0198,0.02611792,0.02561784,,0.02471195,0.02466434,0.0187
0.042,0.06280878,0.05339202,0.0378,0.1078547,0.09867999,0.0493,0.05597087,0.05549905,0.0304,0.04634455,0.06842247,0.0254,0.05844432,0.07210464,0.0398,0.0398857,0.0554385,0.0242,0.0500104,0.05881504,0.0314,0.04755168,0.04824478,0.0202,0.0434407,0.04628708,0.0213,0.03026284,0.0441489,0.0218,0.06113373,0.05188439,0.0234,0.06004779,0.06666402,0.0265,0.07881353,0.05462101,0.0191,0.08987973,0.04532888,0.023,0.07797925,0.07474402,0.0341,0.05253156,0.0639407,0.0297,0.09234349,0.05407205,0.0343,0.1386151,0.04982407,0.0528,0.07085737,0.08848852,0.0483,0.0904088,0.103136,0.0587,0.08087353,0.06886202,0.058,0.1035358,0.09107176,0.0527,0.1323291,0.1377479,0.0501,0.1238258,0.08963235,0.0447,0.06116666,0.06953242,0.0377,0.0484641,0.08215957,0.0295,0.1908098,0.1340611,0.0784,0.04183345,0.03656988,0.0302,0.0720166,0.06181343,0.0307,0.03531428,0.04312667,0.0322,0.06199913,0.04871488,0.0379,0.07033812,0.0544278,0.0319,0.07470249,0.07141457,0.056,0.07950597,0.03404713,0.0238,0.05023861,0.05342625,0.027,0.07636493,0.0843063,0.0492,0.1164348,0.1037996,0.097,0.07587682,0.06508727,0.0516,0.07741737,0.09925385,0.0631,0.03520706,0.02548328,0.016,0.05523072,0.07693318,0.0205,0.04168386,0.03369688,0.0211,0.06079508,0.07828312,0.0335,0.06535145,0.07293551,0.0306,0.05759232,0.05740802,0.0286,0.123987,0.09390382,0.0616,0.07915009,0.09558405,0.0378,0.07025699,0.06731816,0.0435,0.1168129,0.1366647,0.0611,0.06315232,0.09773909,0.0404,0.02612224,0.02625963,0.0162,0.04391422,0.03993026,0.0292,0.05126087,0.04494159,0.0257,0.0356576,0.02272417,0.0147,0.03023196,0.02673423,0.0247,0.03556273,0.04973651,0.0244,0.02697302,0.03929003,0.0141,0.02907526,0.03769144,0.0164,0.01953819,0.01640949,0.0151,0.07807317,0.08687089,0.0462,0.05762947,0.07771786,0.0301,0.03154676,0.04063702,0.0198,0.0259287,0.02941047,0.0178,0.05856634,0.05951412,0.0201,0.05655918,0.05023004,0.0329,0.03384891,0.0401427,0.0168,0.06767488,0.1156865,0.0199,0.02614375,0.025626,,0.02476438,0.02465286,0.0188
