
 PEER Ground Motion Database, Time Series Search Report -- NGA-West2 -- 2021-09-08


 -- Summary of PEER Ground Motion Database Search Criteria --
Magnitude Min:, 7.5
Magnitude Max:, 7.8
Rrup Min (km):, 55.0
Rrup Max (km):, 80.0
Rjb Min (km):, -1.0e-06
Rjb Max (km):, 99999
Vs30 Min (m/sec):, -1.0e-06
Vs30 Max (m/sec):, 99999
D9-95 Min (sec):, -1.0e-06
D9-95 Max (sec):, 99999
Scale Factor Min:, -1.0e-06
Scale Factor Max:, 99999
Period Array:, 
Weight Array:, 
Record Sequence Number:, 
Earthquake Name:, chi-chi
Station Name:, 
User-Defined Maximum Number of Records:, 
Pulse:, 1
Damping Ratio:, 0.05
Scaling Method:, No Scaling
Suite Average:, Arithmetic
Single-Period-Scaling Period (sec):, 
Component:, SRSS
Fault Type:, All Types


 -- Summary of Metadata of Selected Records --
Result ID, Spectral Ordinate, Record Sequence Number, Mean Squared Error, Scale Factor, Tp-Pulse Period (sec), 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Earthquake Name, Year, Station Name, Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor, Horizontal-1 Acc. Filename, Horizontal-2 Acc. Filename, Vertical Acc. Filename
2.5,0.08706524,0.0963555,0.0468,0.1007891,0.09451221,0.0436,0.06869591,0.05442396,0.0402,0.01652614,0.03047773,0.0121,0.06211472,0.07849841,0.02,0.02632424,0.02130491,0.0206,0.03388786,0.07597614,0.0383,0.07887506,0.07934526,0.0176,0.07273075,0.0637811,0.0497,0.02168876,0.02845544,0.0214,0.02060345,0.01803164,0.0211,0.03085229,0.03438249,0.0213,0.06485212,0.0743899,0.0436,0.05363145,0.04318767,0.0208,0.06909455,0.1039939,0.0369,0.0806718,0.07571862,0.0667,0.03033376,0.01676566,0.0188,0.1344192,0.08212986,0.053,0.05556025,0.09068237,0.0433,0.04807457,0.06990259,0.044,0.08438701,0.06855796,0.0347,0.123437,0.1452016,0.0575,0.1206865,0.07760342,0.0384,0.01979561,0.03034731,0.0244,0.0175097,0.02631878,0.0257,0.01803546,0.03722697,0.0183,0.05929568,0.0312999,0.0167,0.01563204,0.02153485,0.0222,0.03037298,0.04384032,0.0256,0.03019889,0.02228034,0.0172,0.00799481,0.0240723,0.0116,0.08062115,0.04393385,0.0267,0.01386239,0.02427121,0.0166,0.05308783,0.03809412,0.023,0.02177515,0.01476721,0.0122,0.03312587,0.01804342,0.0246,0.03441016,0.04004943,0.0174,0.02076011,0.01409532,0.0207,0.02843315,0.01665472,0.0364,0.03158511,0.03023671,0.0137,0.02946338,0.03925186,0.0213,0.01129842,0.00688838,0.00732,0.1004778,0.07621741,0.101,0.09307993,0.1258753,0.0553,0.07528695,0.09475102,0.0116,0.08729821,0.1015172,0.101,0.1205392,0.1016008,0.0565,0.01838777,0.01884603,0.0156,0.2230829,0.1113099,0.0455,0.03609014,0.08242147,0.0444,0.02191769,0.03054301,0.0127,0.02494226,0.02817916,0.0203,0.02759275,0.03526608,0.0144,0.0151756,0.00930648,0.00881,0.0126207,0.00965166,0.00928,0.01141447,0.00700764,0.0105,0.01802078,0.00954844,0.0168,0.02919803,0.01786911,0.0101,0.01121722,0.00943016,0.00878,0.08442058,0.103751,0.0389,0.03740538,0.06242581,0.0264,0.02360729,0.03825345,0.0249,0.03907733,0.02129042,0.0235,0.01977631,0.02099374,0.0163,0.07052536,0.02674429,0.022,0.0422017,0.03823048,0.0258,0.01233792,0.01197751,0.01,0.02977806,0.03304556,,0.02387745,0.05369662,0.017
2.6,0.09979811,0.07234497,0.0519,0.09380263,0.09098898,0.0456,0.07484213,0.05125114,0.0413,0.01446657,0.02702695,0.0111,0.05818005,0.09167661,0.0192,0.02379289,0.02413868,0.0197,0.03374708,0.0766469,0.0308,0.09610438,0.07901471,0.017,0.07022299,0.06075019,0.0456,0.0186394,0.02578915,0.0187,0.0182968,0.01971464,0.019,0.03123951,0.03396529,0.0173,0.06632103,0.0830863,0.0481,0.05376494,0.04726356,0.0171,0.07481292,0.09956027,0.0354,0.08360267,0.06787829,0.0556,0.02958625,0.01493411,0.0181,0.1214417,0.0739493,0.0481,0.05764901,0.07111612,0.0348,0.05318466,0.06924256,0.0365,0.0770711,0.05982197,0.0329,0.118794,0.1551146,0.0503,0.11981,0.07841839,0.0356,0.02093207,0.02559359,0.0238,0.01633818,0.02681891,0.0237,0.01795302,0.03377336,0.0193,0.05334179,0.02902875,0.0158,0.01596351,0.01789358,0.024,0.02624881,0.04368555,0.0239,0.02845583,0.02503549,0.0168,0.00677735,0.02204042,0.0119,0.07060357,0.03450979,0.0264,0.01273595,0.02021463,0.0168,0.04943009,0.03452368,0.0206,0.02054839,0.01471482,0.0113,0.02794667,0.0160168,0.0223,0.03434291,0.03879504,0.018,0.0188655,0.01312814,0.0188,0.02596972,0.0151996,0.0331,0.03633644,0.02830885,0.0158,0.03085344,0.03063116,0.0214,0.00959593,0.00639637,0.00695,0.09794501,0.07469758,0.095,0.07514579,0.1130984,0.0529,0.07397274,0.08268657,0.0127,0.08407981,0.1032084,0.092,0.1024111,0.0941458,0.051,0.02097095,0.0195388,0.0157,0.1891937,0.1063335,0.0436,0.03715523,0.08800457,0.041,0.02068086,0.02674257,0.0149,0.02587606,0.02653224,0.0195,0.02633633,0.03068273,0.0157,0.01161619,0.0092406,0.00846,0.01342681,0.00820292,0.00788,0.01091709,0.00675912,0.0118,0.01718362,0.00843831,0.0149,0.02974058,0.01679067,0.00939,0.01143865,0.0098881,0.00797,0.07559897,0.08559379,0.0346,0.03653131,0.05884795,0.0257,0.02215786,0.03466114,0.0263,0.0357116,0.02617488,0.0211,0.01730581,0.01693571,0.0182,0.07118845,0.03090698,0.0199,0.03556364,0.03447117,0.0225,0.01150293,0.00981052,0.00941,0.03225372,0.03172705,,0.02194793,0.05582517,0.0178
2.8,0.08364319,0.07198725,0.0479,0.07290926,0.07482172,0.0475,0.08633906,0.06042961,0.0355,0.01176429,0.02360834,0.0121,0.05929992,0.07206722,0.0181,0.02285784,0.02851382,0.018,0.0418078,0.07093443,0.0258,0.1006484,0.08187957,0.0151,0.06857593,0.06855258,0.042,0.01583475,0.01854822,0.0136,0.01593944,0.01864535,0.0145,0.02323597,0.03205125,0.0209,0.05405581,0.06107848,0.0538,0.03881044,0.04627234,0.0188,0.0688704,0.09536947,0.0286,0.09070659,0.06014566,0.0548,0.02825166,0.01230888,0.0155,0.0867053,0.05600047,0.0392,0.04941406,0.07092434,0.0267,0.06741986,0.07765969,0.0273,0.07135845,0.05644863,0.0249,0.09743834,0.1657794,0.0411,0.1137131,0.08963878,0.0288,0.02490967,0.01842419,0.0219,0.020162,0.02631535,0.02,0.01701147,0.0239489,0.0179,0.04335812,0.02621081,0.0127,0.01535363,0.02200933,0.0211,0.02594751,0.05271736,0.0265,0.0296866,0.02865375,0.0166,0.00525316,0.01933219,0.00958,0.05675561,0.04222319,0.023,0.01751065,0.01506762,0.0195,0.04829137,0.03222688,0.0154,0.01768875,0.01401711,0.0104,0.02164194,0.01365177,0.0203,0.03261907,0.0365009,0.0172,0.016202,0.01139451,0.0176,0.0184877,0.01437512,0.028,0.04382768,0.02560007,0.0181,0.02667568,0.02512108,0.0171,0.00636629,0.00654176,0.00664,0.09047813,0.07165439,0.083,0.06171318,0.09433487,0.0473,0.05237455,0.06306736,0.0161,0.09242316,0.07731434,0.0816,0.1010511,0.08355665,0.0492,0.02616605,0.02112301,0.018,0.1473206,0.09085922,0.0353,0.02927165,0.1013262,0.0363,0.02503059,0.02267594,0.0152,0.02664092,0.02690949,0.0173,0.02488001,0.02268232,0.0187,0.01171593,0.01232595,0.00683,0.01197029,0.00746889,0.00774,0.00860548,0.00729805,0.00986,0.01297224,0.0086063,0.0108,0.0268123,0.01831372,0.00943,0.01135934,0.00979409,0.00977,0.06729888,0.06997214,0.0293,0.03254567,0.0553651,0.0276,0.02460182,0.03309971,0.0229,0.02861306,0.02263945,0.0168,0.02323301,0.01385997,0.0182,0.06409587,0.03139314,0.0161,0.03386065,0.03310496,0.0144,0.01301276,0.00918778,0.0113,0.03610753,0.02641033,,0.02208968,0.05433969,0.0177
3.0,0.0724446,0.06023638,0.0354,0.0718704,0.08801683,0.0417,0.08409803,0.07208323,0.029,0.01057697,0.02344102,0.013,0.07040139,0.06502713,0.0189,0.02717333,0.02265987,0.0129,0.03440665,0.05292546,0.0226,0.0894339,0.06581737,0.0158,0.05329286,0.0716593,0.0379,0.01527099,0.01807954,0.0129,0.02108853,0.02178627,0.0117,0.01670839,0.04665995,0.0187,0.06457117,0.05991077,0.0521,0.03616937,0.03279889,0.0138,0.06360491,0.09510925,0.0233,0.1064796,0.05409214,0.0399,0.02741562,0.01338404,0.0117,0.06656393,0.04321873,0.0364,0.05348315,0.06507514,0.0238,0.05336093,0.08372193,0.024,0.06318779,0.04636661,0.0209,0.07493756,0.1512059,0.0388,0.103389,0.1155258,0.0284,0.02799221,0.01913445,0.019,0.0189042,0.03208092,0.018,0.01681962,0.01807132,0.0172,0.03506529,0.02332409,0.0118,0.01486837,0.02070729,0.0195,0.02481428,0.05474858,0.0193,0.03330474,0.02968217,0.0174,0.00415908,0.01359148,0.00622,0.05083905,0.03977865,0.0171,0.01670193,0.01201922,0.0212,0.05437943,0.02790382,0.0163,0.01374967,0.01250993,0.0119,0.01630273,0.01151751,0.0184,0.03025462,0.03277995,0.0198,0.01437604,0.01011627,0.0173,0.01392467,0.01400128,0.0219,0.04315789,0.03126458,0.0237,0.02077663,0.02252575,0.0137,0.00714817,0.00617239,0.00591,0.09696189,0.06920212,0.0619,0.0533568,0.07846943,0.0395,0.05609446,0.06077223,0.0201,0.09744591,0.0793632,0.0893,0.08135404,0.0799097,0.0518,0.01932974,0.02227756,0.0188,0.1101574,0.0796621,0.0318,0.02248639,0.09598041,0.0397,0.02085504,0.02472737,0.0197,0.02424508,0.02986234,0.0108,0.0251227,0.02001715,0.0216,0.01296658,0.01114197,0.00618,0.01084553,0.00680848,0.00898,0.00736217,0.0064859,0.00896,0.00887248,0.00823065,0.00832,0.02443419,0.01830068,0.00738,0.0143432,0.00978588,0.01,0.05263132,0.05512166,0.0281,0.02699861,0.05189103,0.0296,0.02616573,0.03274623,0.0206,0.02190078,0.02454725,0.0171,0.02527417,0.01475202,0.0164,0.04571693,0.02598657,0.0157,0.02676727,0.03131606,0.0117,0.01397916,0.00948265,0.0148,0.02649411,0.02376668,,0.01901025,0.04280439,0.0186
3.2,0.08529405,0.06775303,0.0405,0.06528352,0.07223718,0.0396,0.07779809,0.07058702,0.0373,0.01066651,0.02282877,0.0147,0.0881988,0.06624427,0.0234,0.01991481,0.0177515,0.0147,0.03616343,0.04792074,0.0291,0.08205913,0.05975915,0.0202,0.06823582,0.0735421,0.0349,0.01440455,0.0185061,0.0118,0.02074708,0.02638698,0.0109,0.01761067,0.03907946,0.0156,0.06194114,0.06086452,0.0428,0.02959125,0.02986115,0.0106,0.06121898,0.08147487,0.0255,0.1056259,0.05982656,0.0337,0.03138916,0.01437907,0.00871,0.06605066,0.03556182,0.0311,0.06141093,0.08165505,0.0265,0.0497601,0.09307765,0.0255,0.06682961,0.06085809,0.0233,0.08001561,0.129099,0.0377,0.08040278,0.1199403,0.0308,0.0267976,0.02075821,0.0161,0.01635347,0.0332007,0.0203,0.01777938,0.01985097,0.0178,0.02737192,0.0212141,0.0141,0.01334718,0.02422037,0.0217,0.02912717,0.05051006,0.0172,0.03066325,0.02458767,0.0181,0.00324021,0.01091068,0.0051,0.04365219,0.03222771,0.0161,0.01413293,0.01082005,0.0217,0.05072116,0.02576124,0.0172,0.01134579,0.01081199,0.0113,0.01243187,0.01080943,0.0164,0.02613828,0.02917007,0.0203,0.01472964,0.00946165,0.0168,0.01149716,0.01264279,0.0206,0.03873227,0.03724743,0.0228,0.01996433,0.02176426,0.01,0.00881648,0.00627611,0.00532,0.07369615,0.07685889,0.0497,0.05483494,0.06868518,0.0356,0.06786115,0.05941378,0.0202,0.08562305,0.07906871,0.0789,0.07584271,0.0732381,0.0455,0.01628351,0.01925821,0.0211,0.08128206,0.06826843,0.033,0.02411125,0.06924656,0.0375,0.01868364,0.01998286,0.0188,0.0241456,0.02677978,0.00761,0.02387679,0.01920286,0.0166,0.01414615,0.01073119,0.00544,0.00807579,0.00675918,0.00923,0.0062144,0.00758725,0.00749,0.00744805,0.00773232,0.00643,0.02192638,0.01559915,0.00566,0.01169087,0.0095005,0.00941,0.04168691,0.04026596,0.0236,0.01967289,0.04154228,0.0222,0.02024508,0.02956818,0.0177,0.02328265,0.02260857,0.02,0.02003664,0.01315036,0.0152,0.0358287,0.02149432,0.0134,0.02771829,0.02530923,0.00898,0.01183534,0.00932823,0.0157,0.02384332,0.01917718,,0.01710287,0.03078899,0.0154
3.4,0.08321002,0.08250114,0.0433,0.06275051,0.07253265,0.0362,0.07881963,0.06243181,0.0431,0.0113866,0.02506,0.0163,0.112518,0.08689803,0.0248,0.01895808,0.01323834,0.0167,0.04190267,0.05806694,0.0334,0.06648108,0.05227738,0.024,0.07344141,0.08153721,0.0324,0.01807698,0.01783764,0.0109,0.022991,0.02799644,0.0102,0.01691247,0.041232,0.0151,0.06968636,0.06869861,0.0364,0.03739948,0.03435711,0.00863,0.05321423,0.08364508,0.0325,0.1012531,0.06879717,0.0312,0.0351874,0.01541311,0.0101,0.06300654,0.03347499,0.027,0.07091283,0.0783715,0.0272,0.05002605,0.0829853,0.0267,0.06475985,0.07274499,0.0244,0.07762985,0.111133,0.041,0.07548365,0.1085683,0.0338,0.02595721,0.01874294,0.0143,0.01531204,0.03209237,0.0249,0.02581811,0.02077338,0.0196,0.02233115,0.02008567,0.0167,0.01300129,0.03017734,0.0196,0.0311984,0.05781621,0.0163,0.02365545,0.02077548,0.0173,0.00345367,0.00853256,0.004,0.03526771,0.02558295,0.0147,0.01403655,0.01104022,0.0195,0.05146753,0.02200341,0.0165,0.00966783,0.00942077,0.011,0.01094661,0.01088612,0.0139,0.02299037,0.02452046,0.0178,0.01375516,0.00830746,0.0163,0.01019062,0.01218628,0.0204,0.03738547,0.03042057,0.0239,0.02306133,0.02296759,0.0124,0.00985553,0.00735447,0.00614,0.06418352,0.09181651,0.0491,0.06057395,0.05918523,0.0383,0.06995187,0.07018162,0.0173,0.06976712,0.05980069,0.0533,0.08513404,0.06334507,0.0491,0.01659936,0.01398619,0.0205,0.06515606,0.05600221,0.0417,0.02244196,0.04770723,0.0319,0.01984807,0.01661099,0.0147,0.01744476,0.02402197,0.00584,0.01843689,0.0196628,0.0157,0.01164517,0.00847678,0.00541,0.00702192,0.00543581,0.0103,0.00607631,0.00810587,0.00824,0.0076707,0.0090553,0.00596,0.01765896,0.01369468,0.00539,0.00792404,0.00813976,0.00817,0.0373421,0.03296164,0.0249,0.01865853,0.03059684,0.0165,0.01599773,0.02342414,0.0177,0.02437061,0.01987598,0.0211,0.01838326,0.01054969,0.0139,0.0317012,0.017329,0.0157,0.01947897,0.01902241,0.00843,0.01099085,0.00906991,0.0153,0.02198354,0.01681257,,0.01414402,0.02062148,0.0107
3.5,0.07485087,0.0790442,0.0456,0.06990397,0.07178917,0.0358,0.07617101,0.06731463,0.044,0.01277132,0.02627115,0.015,0.1178957,0.08670656,0.026,0.01867739,0.01259452,0.0183,0.03892038,0.06500516,0.0352,0.05727445,0.04534581,0.0269,0.07835449,0.07832777,0.03,0.01982835,0.01594184,0.0105,0.02273954,0.02910793,0.00986,0.01543643,0.03726197,0.0146,0.06558967,0.06425497,0.0322,0.03940276,0.03100949,0.00835,0.05855928,0.07870737,0.0356,0.09522423,0.07847139,0.0302,0.03465489,0.01480335,0.0107,0.05836114,0.03432549,0.0289,0.06922552,0.07655865,0.026,0.04791223,0.07621486,0.0262,0.05708462,0.0750677,0.0241,0.07476603,0.1114927,0.0385,0.07023328,0.1103404,0.0309,0.02530334,0.01705749,0.0136,0.01539254,0.03323337,0.0276,0.0273909,0.02172024,0.021,0.02009883,0.01936246,0.0178,0.01433283,0.03543448,0.0226,0.02824659,0.05253728,0.016,0.02207074,0.02021626,0.0162,0.00328248,0.00762643,0.00357,0.03199747,0.02442797,0.0139,0.01391503,0.01136255,0.019,0.04875109,0.01995406,0.0162,0.00993988,0.00935907,0.0107,0.01110311,0.0104878,0.0132,0.02176851,0.02251736,0.0184,0.01284286,0.00755725,0.0155,0.00969867,0.01155094,0.019,0.03666062,0.02810077,0.0244,0.0226868,0.01913664,0.0124,0.00999585,0.00742132,0.00609,0.05637206,0.09323522,0.0473,0.06547058,0.05460649,0.0395,0.06541525,0.07164649,0.0156,0.06307241,0.0598782,0.0483,0.0848517,0.0603229,0.053,0.01606758,0.01269851,0.0193,0.06146962,0.05106791,0.0457,0.02089521,0.04088293,0.0283,0.02003134,0.01563844,0.0132,0.0148034,0.02199298,0.0056,0.01489939,0.01895661,0.0173,0.00992606,0.00814471,0.00557,0.00662946,0.00536282,0.0115,0.00599819,0.007657,0.00891,0.00753174,0.0095293,0.00658,0.01518533,0.01163409,0.00572,0.00694788,0.00686807,0.0083,0.03671601,0.03123903,0.0223,0.01769601,0.02713914,0.0153,0.01505671,0.02044005,0.0176,0.02399494,0.02039132,0.022,0.01700949,0.01094173,0.0139,0.03284103,0.01812018,0.0163,0.01615186,0.0198406,0.00857,0.01033784,0.00821899,0.0152,0.02107127,0.01313775,,0.01291427,0.01724169,0.00998
3.6,0.07519731,0.07040306,0.0461,0.06654969,0.06391215,0.0363,0.07548408,0.07539977,0.0442,0.01467757,0.02539762,0.0126,0.1126929,0.08852681,0.0283,0.01774716,0.01248767,0.0182,0.03402562,0.06728426,0.0349,0.05158799,0.04086636,0.0288,0.07664984,0.07287537,0.0286,0.01981576,0.01357059,0.0122,0.02106308,0.02981207,0.011,0.01345979,0.03573037,0.0134,0.06384055,0.05641369,0.0292,0.03816722,0.02621661,0.00866,0.0580515,0.07549655,0.0364,0.09683397,0.08541021,0.0289,0.03321555,0.01329226,0.0112,0.05215703,0.03264867,0.0306,0.06097915,0.07664967,0.0241,0.04927875,0.07331643,0.0248,0.04485182,0.07298109,0.0232,0.06395548,0.1078504,0.0359,0.06511267,0.1077105,0.029,0.0262858,0.01521011,0.013,0.01655753,0.03399841,0.0298,0.02730956,0.02295994,0.0215,0.0179303,0.01836967,0.0183,0.01490356,0.04019577,0.0256,0.02408057,0.05019853,0.0158,0.02052004,0.02101223,0.0152,0.00294846,0.00681859,0.00327,0.03014328,0.02436254,0.0133,0.01311758,0.01173042,0.0183,0.04431873,0.01809541,0.016,0.00989348,0.00874517,0.01,0.0110159,0.00993879,0.0125,0.02065361,0.02159168,0.0191,0.01160276,0.00709586,0.0146,0.01025173,0.01080166,0.0174,0.03455525,0.02778904,0.0252,0.02315532,0.01585759,0.0115,0.00968238,0.0069486,0.00594,0.06160674,0.08576497,0.0437,0.06942448,0.0525517,0.0394,0.05946533,0.07201074,0.0144,0.05751608,0.06039258,0.0475,0.08698066,0.05929597,0.0539,0.01574652,0.01262861,0.0176,0.06307677,0.04768503,0.0474,0.0190416,0.03867984,0.0273,0.01942998,0.01509598,0.0125,0.01346513,0.02042126,0.00617,0.01495519,0.01755792,0.0185,0.00883835,0.0077773,0.00567,0.00619143,0.00507598,0.0126,0.00655169,0.00723402,0.00909,0.00740638,0.00968405,0.00707,0.01275193,0.00976337,0.00563,0.00688425,0.00564074,0.00829,0.03585068,0.03135117,0.0231,0.01656233,0.02482706,0.0141,0.01488261,0.01813441,0.0171,0.0213783,0.02060551,0.0231,0.01598716,0.01144855,0.0138,0.03487596,0.01889156,0.0168,0.01470271,0.01980658,0.00795,0.00984991,0.00717871,0.0148,0.01941665,0.01205691,,0.01154505,0.01466351,0.00942
3.8,0.07461984,0.06536969,0.0572,0.07680358,0.05393693,0.0387,0.09809586,0.07837876,0.0355,0.01638801,0.02099553,0.0118,0.08518466,0.07914802,0.0267,0.01461887,0.01318623,0.018,0.02793822,0.06449021,0.029,0.04673562,0.03946045,0.0275,0.05779187,0.06293034,0.0221,0.01768101,0.01169156,0.0118,0.01654637,0.03000045,0.0112,0.01448389,0.0331645,0.00944,0.08350133,0.05392657,0.0268,0.02975587,0.02786617,0.00977,0.05383445,0.06748259,0.0303,0.08332675,0.08564922,0.026,0.02919254,0.01098376,0.0122,0.04118322,0.02647382,0.0304,0.04764223,0.06668628,0.0217,0.04788446,0.06441109,0.0205,0.03716787,0.06322715,0.0196,0.0531987,0.0983132,0.0298,0.05643426,0.09822484,0.0247,0.02590762,0.01549886,0.0116,0.01995364,0.03566853,0.0296,0.02516309,0.0270087,0.0211,0.01654643,0.01594244,0.0163,0.01406362,0.04596232,0.0271,0.01879446,0.04544665,0.0175,0.01820192,0.02153788,0.0146,0.00255198,0.00536127,0.00301,0.02704605,0.02860927,0.0124,0.01007623,0.01218412,0.0164,0.03871594,0.01897186,0.0158,0.0092356,0.00842797,0.00871,0.00961296,0.00886902,0.0107,0.0188706,0.02390966,0.0181,0.00973782,0.00677668,0.0128,0.01018729,0.0095305,0.0147,0.02568098,0.03177387,0.0241,0.02107653,0.01490782,0.0109,0.00782128,0.0057063,0.00591,0.05830958,0.06799818,0.04,0.06679706,0.0512246,0.0357,0.06182713,0.0718572,0.0146,0.05175816,0.05750493,0.0446,0.1012563,0.06075832,0.0521,0.01862285,0.01231605,0.0148,0.06876663,0.04162386,0.0437,0.01821301,0.03549052,0.0251,0.01786836,0.01499726,0.0103,0.01240504,0.01544251,0.00763,0.01596789,0.0177106,0.0197,0.008022,0.00628248,0.00612,0.00638696,0.00538456,0.013,0.00756751,0.00644379,0.00937,0.00782767,0.00855507,0.00751,0.00947998,0.00911863,0.00522,0.00706136,0.00537286,0.0076,0.03194469,0.03548678,0.0258,0.01576031,0.02175607,0.0123,0.01379845,0.01506806,0.0151,0.01642862,0.01917482,0.0239,0.01421172,0.01196237,0.0134,0.03649978,0.01946965,0.017,0.01369396,0.01616725,0.00848,0.00978718,0.00634562,0.0127,0.01735104,0.01217675,,0.00948141,0.01162399,0.00777
4.0,0.06453013,0.05595028,0.0631,0.08464129,0.05729121,0.046,0.0937999,0.0633994,0.0218,0.01836428,0.01731744,0.012,0.06623274,0.0606494,0.0298,0.01397914,0.01370171,0.0162,0.02461436,0.06105752,0.0249,0.03972882,0.04494863,0.0225,0.04608539,0.07685426,0.0189,0.01349264,0.01160822,0.00849,0.01289915,0.02905782,0.00928,0.01309828,0.02718509,0.00831,0.09502064,0.0507604,0.0309,0.03104695,0.0322502,0.0107,0.05196344,0.0584414,0.0259,0.07069106,0.08021242,0.0262,0.0307831,0.01061747,0.0138,0.0402148,0.02301031,0.026,0.05093555,0.05550171,0.0175,0.04153064,0.05150704,0.0174,0.04225734,0.04909079,0.0163,0.04341619,0.08501269,0.0216,0.04842525,0.08000028,0.0179,0.02242068,0.01830659,0.0107,0.02313245,0.03771341,0.0275,0.02018458,0.03381303,0.02,0.01997777,0.0169122,0.0128,0.01425979,0.04448092,0.0245,0.02057185,0.04351332,0.016,0.02024266,0.02116533,0.0146,0.00243592,0.00421808,0.00282,0.02290972,0.03440963,0.0116,0.00732661,0.01183334,0.0145,0.03537243,0.02052656,0.0155,0.00912964,0.0092324,0.00803,0.01007279,0.00802,0.00938,0.01878097,0.02556453,0.0159,0.00973692,0.00661231,0.0114,0.01221642,0.00879209,0.0128,0.02239701,0.03355379,0.0207,0.01868211,0.01439139,0.0123,0.00582816,0.00467725,0.00621,0.04868141,0.07037903,0.0424,0.0540646,0.04765394,0.0289,0.06209848,0.07083748,0.0152,0.05460384,0.05098667,0.0435,0.1107272,0.07215717,0.0442,0.0218498,0.01380261,0.0139,0.06041297,0.03712697,0.0342,0.01880702,0.03062667,0.0235,0.01758325,0.01177966,0.0112,0.01284218,0.01755512,0.00885,0.01626338,0.01718127,0.0192,0.00659254,0.00742648,0.00662,0.00769051,0.00639057,0.0133,0.00703478,0.00694063,0.00895,0.00910812,0.0082357,0.00781,0.00865388,0.01067255,0.00521,0.00683158,0.00641277,0.00726,0.02769691,0.03657348,0.0245,0.0147837,0.01884172,0.0108,0.01146536,0.01394849,0.0121,0.01663534,0.0166439,0.0265,0.01295969,0.01078604,0.013,0.03278613,0.02086438,0.0159,0.01186436,0.01476039,0.00903,0.01003387,0.00638786,0.0102,0.01731602,0.01250707,,0.01029776,0.01038594,0.00684
4.2,0.05451826,0.0522521,0.0528,0.08041968,0.04713821,0.0456,0.07608981,0.04696946,0.0165,0.01780471,0.014231,0.0129,0.05721963,0.04678154,0.03,0.013408,0.0119018,0.0134,0.02139485,0.0629394,0.0211,0.03595461,0.06157827,0.0208,0.04635515,0.07882326,0.0137,0.01198296,0.01195586,0.00759,0.01089075,0.02501212,0.00887,0.01089841,0.02099998,0.00852,0.0907763,0.0456746,0.0319,0.03416146,0.03447018,0.0104,0.05270481,0.05574241,0.0205,0.05342174,0.06667287,0.02,0.0329981,0.01098977,0.0149,0.0352306,0.01974533,0.0254,0.04873775,0.04408354,0.0141,0.03390744,0.04135,0.0151,0.04288451,0.03822337,0.0143,0.03788191,0.06609385,0.0147,0.04555524,0.06118327,0.0154,0.0194303,0.01817485,0.0103,0.02494948,0.03798201,0.0272,0.01790974,0.03871552,0.0205,0.02195849,0.01468913,0.0123,0.01440588,0.03758171,0.0209,0.02444704,0.03713501,0.0153,0.02227497,0.02034239,0.0141,0.00222965,0.0034134,0.00249,0.02273747,0.03781448,0.011,0.00620021,0.01102424,0.0128,0.03073978,0.02093883,0.0151,0.00948644,0.00978909,0.00777,0.0107425,0.00725501,0.00844,0.02021653,0.02703516,0.0149,0.01052889,0.00644477,0.0105,0.0127578,0.00873515,0.0114,0.02137482,0.02853696,0.0216,0.01689741,0.01430339,0.0139,0.00459955,0.00468524,0.00623,0.04978521,0.07414987,0.0419,0.04545681,0.0445841,0.0257,0.0757199,0.07920518,0.0145,0.06108695,0.04889546,0.0436,0.1104843,0.07770942,0.0467,0.01959016,0.01198501,0.0127,0.06106558,0.03620071,0.0275,0.01911749,0.03238632,0.02,0.01506489,0.0112433,0.0132,0.01512929,0.01703305,0.0104,0.01515795,0.01520144,0.0156,0.00591201,0.01012507,0.0075,0.00876385,0.0067331,0.0132,0.00857623,0.00666178,0.00993,0.00989312,0.00950063,0.00869,0.00966581,0.01238393,0.00513,0.00596266,0.00804711,0.00749,0.02553096,0.03306091,0.0225,0.01224047,0.01547981,0.0101,0.01209868,0.01294157,0.0103,0.0187835,0.01595692,0.034,0.01135963,0.0104308,0.0147,0.02502719,0.01836091,0.0127,0.01425318,0.01715193,0.00873,0.01066272,0.00660861,0.0113,0.01831506,0.0133603,,0.01253351,0.01042893,0.00619
